row_id,customer_id,snapshot_date,plan,region,tenure_months,monthly_charge,support_contacts,churned_next_month
480,C0120,2026-03-31,Standard,North,13,72.72,1,0
481,C0121,2026-03-31,Standard,North,34,64.62,0,0
482,C0122,2026-03-31,Premium,North,52,97.36,3,0
483,C0123,2026-03-31,Standard,West,39,72.12,1,0
484,C0124,2026-03-31,Basic,East,8,34.32,3,0
485,C0125,2026-03-31,Standard,West,12,65.41,2,1
486,C0126,2026-03-31,Basic,West,5,41.24,0,1
487,C0127,2026-03-31,Basic,West,8,36.08,1,0
488,C0128,2026-03-31,Standard,North,40,76.05,2,0
489,C0129,2026-03-31,Standard,South,30,59.33,4,0
490,C0130,2026-03-31,Basic,West,46,38.89,2,0
491,C0131,2026-03-31,Basic,North,19,41.28,1,0
492,C0132,2026-03-31,Basic,North,17,39.5,0,1
493,C0133,2026-03-31,Basic,East,29,41.47,1,0
494,C0134,2026-03-31,Basic,West,4,39.5,1,1
495,C0135,2026-03-31,Standard,West,54,60.84,3,0
496,C0136,2026-03-31,Basic,West,59,39.95,0,0
497,C0137,2026-03-31,Premium,North,14,110.81,3,1
498,C0138,2026-03-31,Premium,West,51,104.03,2,0
499,C0139,2026-03-31,Standard,West,24,65.57,1,1
500,C0140,2026-03-31,Basic,East,37,32.3,1,1
501,C0141,2026-03-31,Standard,West,34,69.05,2,0
502,C0142,2026-03-31,Premium,West,47,91.14,1,0
503,C0143,2026-03-31,Standard,South,52,59.87,1,0
504,C0144,2026-03-31,Premium,North,10,96.67,1,0
505,C0145,2026-03-31,Standard,South,57,62.81,0,0
506,C0146,2026-03-31,Standard,North,9,61.79,1,1
507,C0147,2026-03-31,Basic,North,21,25.76,1,1
508,C0148,2026-03-31,Standard,North,35,65.06,1,0
509,C0149,2026-03-31,Basic,East,55,40.88,3,1
510,C0150,2026-03-31,Standard,East,60,64.35,1,0
511,C0151,2026-03-31,Premium,East,21,101.58,2,1
512,C0152,2026-03-31,Basic,East,11,31.28,3,0
513,C0153,2026-03-31,Standard,East,9,73.59,0,0
514,C0154,2026-03-31,Basic,East,29,30.07,0,0
515,C0155,2026-03-31,Standard,North,35,62.96,0,1
516,C0156,2026-03-31,Basic,West,3,28.48,3,1
517,C0157,2026-03-31,Premium,South,37,90.93,3,1
518,C0158,2026-03-31,Basic,North,15,35.7,0,0
519,C0159,2026-03-31,Premium,West,52,97.38,1,0
520,C0160,2026-03-31,Premium,East,16,101.84,1,0
521,C0161,2026-03-31,Standard,North,57,62.62,1,0
522,C0162,2026-03-31,Standard,North,12,64.44,1,0
523,C0163,2026-03-31,Standard,North,43,70.87,2,1
524,C0164,2026-03-31,Premium,South,56,91.64,1,0
525,C0165,2026-03-31,Basic,North,61,41.86,2,0
526,C0166,2026-03-31,Standard,East,13,64.99,3,0
527,C0167,2026-03-31,Basic,East,51,44.46,0,1
528,C0168,2026-03-31,Standard,West,19,70.47,0,0
529,C0169,2026-03-31,Basic,East,57,39.8,3,0
530,C0170,2026-03-31,Standard,East,12,70.22,2,1
531,C0171,2026-03-31,Standard,East,39,54.4,1,0
532,C0172,2026-03-31,Standard,North,51,72.59,2,0
533,C0173,2026-03-31,Standard,North,18,69.36,3,0
534,C0174,2026-03-31,Standard,East,20,69.53,0,0
535,C0175,2026-03-31,Standard,North,26,68.19,2,0
536,C0176,2026-03-31,Standard,North,26,76.71,0,0
537,C0177,2026-03-31,Standard,North,40,65.17,1,1
538,C0178,2026-03-31,Premium,West,25,101.17,3,0
539,C0179,2026-03-31,Basic,South,55,26.93,3,0
540,C0180,2026-03-31,Basic,East,25,34.46,2,1
541,C0001,2026-04-30,Basic,East,52,43.53,2,1
542,C0002,2026-04-30,Standard,North,42,66.33,0,0
543,C0003,2026-04-30,Standard,South,51,64.65,0,0
544,C0004,2026-04-30,Basic,East,30,27.74,1,0
545,C0005,2026-04-30,Basic,East,7,42.49,0,0
546,C0006,2026-04-30,Standard,South,30,53.16,3,0
547,C0007,2026-04-30,Basic,West,49,49.16,0,0
548,C0008,2026-04-30,Premium,West,19,91.6,2,0
549,C0009,2026-04-30,Basic,North,47,37.41,5,1
550,C0010,2026-04-30,Basic,East,36,31.73,1,0
551,C0011,2026-04-30,Premium,East,17,97.14,4,1
552,C0012,2026-04-30,Basic,South,15,29.99,2,0
553,C0013,2026-04-30,Basic,East,4,32.05,1,0
554,C0014,2026-04-30,Standard,West,30,68.14,1,0
555,C0015,2026-04-30,Premium,West,50,89.39,0,0
556,C0016,2026-04-30,Basic,West,30,32.29,0,0
557,C0017,2026-04-30,Basic,East,11,33.11,1,0
558,C0018,2026-04-30,Standard,South,29,63.26,2,0
559,C0019,2026-04-30,Premium,West,4,107.46,0,1
560,C0020,2026-04-30,Standard,South,21,72.61,3,1
561,C0021,2026-04-30,Basic,East,23,41.29,1,0
562,C0022,2026-04-30,Basic,South,4,31.87,1,0
563,C0023,2026-04-30,Basic,South,31,40.82,2,0
564,C0024,2026-04-30,Basic,North,22,30.3,1,1
565,C0025,2026-04-30,Standard,West,51,69.69,5,0
566,C0026,2026-04-30,Basic,North,39,35.27,0,0
567,C0027,2026-04-30,Standard,North,48,66.41,1,1
568,C0028,2026-04-30,Standard,West,19,69.49,2,1
569,C0029,2026-04-30,Standard,East,39,66.11,2,0
570,C0030,2026-04-30,Basic,South,5,36.46,0,0
571,C0031,2026-04-30,Premium,East,35,91.26,5,1
572,C0032,2026-04-30,Standard,South,48,72.59,0,0
573,C0033,2026-04-30,Standard,North,61,83.19,1,1
574,C0034,2026-04-30,Basic,East,50,32.61,0,0
575,C0035,2026-04-30,Basic,North,35,36.62,2,0
576,C0036,2026-04-30,Premium,East,51,94.2,0,0
577,C0037,2026-04-30,Basic,West,13,33.42,0,1
578,C0038,2026-04-30,Basic,West,29,34.69,0,0
579,C0039,2026-04-30,Standard,South,18,67.04,1,0
580,C0040,2026-04-30,Standard,West,20,71.39,2,0
581,C0041,2026-04-30,Premium,East,20,96.06,3,0
582,C0042,2026-04-30,Basic,South,51,29.08,0,1
583,C0043,2026-04-30,Premium,North,51,86.79,1,0
584,C0044,2026-04-30,Basic,South,22,32.86,0,0
585,C0045,2026-04-30,Standard,East,7,65.52,0,0
586,C0046,2026-04-30,Standard,West,17,71.35,0,0
587,C0047,2026-04-30,Basic,North,14,33.16,3,1
588,C0048,2026-04-30,Basic,East,41,32.94,0,1
589,C0049,2026-04-30,Standard,West,6,61.71,0,0
590,C0050,2026-04-30,Premium,West,20,88.85,1,0
591,C0051,2026-04-30,Standard,South,31,71.01,2,0
592,C0052,2026-04-30,Premium,North,24,96.53,2,0
593,C0053,2026-04-30,Premium,South,32,98.69,0,0
594,C0054,2026-04-30,Standard,West,22,74.06,0,1
595,C0055,2026-04-30,Standard,West,10,70.45,3,0
596,C0056,2026-04-30,Basic,East,59,29.88,0,0
597,C0057,2026-04-30,Basic,North,23,26.9,2,0
598,C0058,2026-04-30,Premium,North,4,86.57,2,0
599,C0059,2026-04-30,Standard,South,32,61.12,0,0
600,C0060,2026-04-30,Basic,East,20,35.64,1,1
601,C0061,2026-04-30,Standard,North,57,67.37,1,0
602,C0062,2026-04-30,Standard,East,34,71.49,2,0
603,C0063,2026-04-30,Premium,East,23,83.5,0,1
604,C0064,2026-04-30,Standard,North,27,60.4,1,0
605,C0065,2026-04-30,Standard,North,59,60.56,2,0
606,C0066,2026-04-30,Basic,South,32,32.56,1,0
607,C0067,2026-04-30,Standard,East,23,62.03,0,0
608,C0068,2026-04-30,Standard,West,42,68.72,0,0
609,C0069,2026-04-30,Premium,South,25,98.3,1,0
610,C0070,2026-04-30,Standard,South,33,83.53,1,0
611,C0071,2026-04-30,Basic,West,43,28.95,0,0
612,C0072,2026-04-30,Basic,South,36,35.83,2,0
613,C0073,2026-04-30,Standard,South,18,60.98,0,0
614,C0074,2026-04-30,Premium,South,61,85.36,0,0
615,C0075,2026-04-30,Basic,North,32,40.46,0,0
616,C0076,2026-04-30,Basic,South,42,34.79,4,1
617,C0077,2026-04-30,Standard,East,50,63.31,0,1
618,C0078,2026-04-30,Basic,West,42,25.23,1,0
619,C0079,2026-04-30,Premium,East,46,93.61,2,0
620,C0080,2026-04-30,Basic,West,7,38.24,0,1
621,C0081,2026-04-30,Basic,East,55,18.78,3,0
622,C0082,2026-04-30,Premium,North,55,91.85,0,0
623,C0083,2026-04-30,Basic,South,30,21.44,0,0
624,C0084,2026-04-30,Basic,West,23,37.91,0,0
625,C0085,2026-04-30,Basic,North,10,35.75,1,0
626,C0086,2026-04-30,Basic,West,55,31.35,3,0
627,C0087,2026-04-30,Basic,East,41,36.95,2,0
628,C0088,2026-04-30,Basic,South,50,37.56,1,0
629,C0089,2026-04-30,Basic,West,9,28.56,1,0
630,C0090,2026-04-30,Basic,West,50,38.5,1,0
631,C0091,2026-04-30,Standard,North,26,60.72,4,0
632,C0092,2026-04-30,Standard,North,36,62.8,3,0
633,C0093,2026-04-30,Basic,East,50,34.76,1,0
634,C0094,2026-04-30,Basic,West,16,32.85,1,0
635,C0095,2026-04-30,Standard,North,48,72.37,2,1
636,C0096,2026-04-30,Premium,East,48,111.89,2,0
637,C0097,2026-04-30,Premium,North,40,106.26,0,0
638,C0098,2026-04-30,Basic,East,44,31.09,5,0
639,C0099,2026-04-30,Basic,East,35,35.28,1,0
640,C0100,2026-04-30,Basic,North,34,33.03,1,0
641,C0101,2026-04-30,Basic,East,61,34.77,0,0
642,C0102,2026-04-30,Standard,West,32,76.65,0,0
643,C0103,2026-04-30,Standard,West,39,59.34,1,0
644,C0104,2026-04-30,Basic,North,17,27.11,2,0
645,C0105,2026-04-30,Basic,North,28,23.62,1,0
646,C0106,2026-04-30,Standard,North,32,63.18,1,0
647,C0107,2026-04-30,Basic,South,6,33.66,2,0
648,C0108,2026-04-30,Premium,North,51,100.85,2,0
649,C0109,2026-04-30,Basic,West,50,35.54,2,1
650,C0110,2026-04-30,Premium,West,54,93.31,1,0
651,C0111,2026-04-30,Basic,West,12,41.02,0,1
652,C0112,2026-04-30,Premium,North,52,102.93,2,0
653,C0113,2026-04-30,Premium,North,57,93.91,1,0
654,C0114,2026-04-30,Premium,West,51,98.06,1,0
655,C0115,2026-04-30,Premium,South,19,94.64,5,0
656,C0116,2026-04-30,Standard,East,6,60.64,0,1
657,C0117,2026-04-30,Standard,West,33,59.48,0,0
658,C0118,2026-04-30,Standard,North,12,55.76,1,0
659,C0119,2026-04-30,Basic,North,58,37.83,2,0
660,C0120,2026-04-30,Standard,North,39,70.18,1,0
661,C0121,2026-04-30,Standard,North,27,61.11,3,1
662,C0122,2026-04-30,Premium,North,43,90.54,2,1
663,C0123,2026-04-30,Standard,West,37,70.56,0,0
664,C0124,2026-04-30,Basic,East,52,38.49,1,1
665,C0125,2026-04-30,Standard,West,29,73.29,2,0
666,C0126,2026-04-30,Basic,West,7,37.94,1,1
667,C0127,2026-04-30,Basic,West,48,37.18,0,0
668,C0128,2026-04-30,Standard,North,22,53.61,1,0
669,C0129,2026-04-30,Standard,South,32,68.87,1,0
670,C0130,2026-04-30,Basic,West,56,34.63,0,0
671,C0131,2026-04-30,Basic,North,56,30.2,1,0
672,C0132,2026-04-30,Basic,North,25,45.81,1,0
673,C0133,2026-04-30,Basic,East,55,31.57,1,0
674,C0134,2026-04-30,Basic,West,7,40.81,0,0
675,C0135,2026-04-30,Standard,West,25,69.84,1,0
676,C0136,2026-04-30,Basic,West,60,39.72,0,0
677,C0137,2026-04-30,Premium,North,62,92.22,1,0
678,C0138,2026-04-30,Premium,West,28,100.17,1,0
679,C0139,2026-04-30,Standard,West,35,63.41,0,0
680,C0140,2026-04-30,Basic,East,7,29.44,5,1
681,C0141,2026-04-30,Standard,West,26,63.97,3,0
682,C0142,2026-04-30,Premium,West,47,86.92,2,0
683,C0143,2026-04-30,Standard,South,37,62.64,4,0
684,C0144,2026-04-30,Premium,North,45,103.58,0,0
685,C0145,2026-04-30,Standard,South,50,68.74,0,0
686,C0146,2026-04-30,Standard,North,30,59.56,1,0
687,C0147,2026-04-30,Basic,North,54,36.89,1,0
688,C0148,2026-04-30,Standard,North,55,54.59,2,0
689,C0149,2026-04-30,Basic,East,20,23.4,1,1
690,C0150,2026-04-30,Standard,East,20,58.72,0,1
691,C0151,2026-04-30,Premium,East,29,98.37,1,0
692,C0152,2026-04-30,Basic,East,50,43.1,5,1
693,C0153,2026-04-30,Standard,East,51,72.7,1,0
694,C0154,2026-04-30,Basic,East,48,34.01,0,0
695,C0155,2026-04-30,Standard,North,15,59.65,0,0
696,C0156,2026-04-30,Basic,West,60,33.61,1,1
697,C0157,2026-04-30,Premium,South,9,94.12,3,1
698,C0158,2026-04-30,Basic,North,37,29.84,0,1
699,C0159,2026-04-30,Premium,West,20,96.69,0,0
700,C0160,2026-04-30,Premium,East,5,103.32,3,1
701,C0161,2026-04-30,Standard,North,46,60.59,1,0
702,C0162,2026-04-30,Standard,North,29,62.07,3,0
703,C0163,2026-04-30,Standard,North,25,60.45,1,0
704,C0164,2026-04-30,Premium,South,36,92.8,1,0
705,C0165,2026-04-30,Basic,North,20,31.21,2,1
706,C0166,2026-04-30,Standard,East,21,63.81,2,0
707,C0167,2026-04-30,Basic,East,41,32.34,0,0
708,C0168,2026-04-30,Standard,West,45,68.54,0,0
709,C0169,2026-04-30,Basic,East,30,37.68,0,0
710,C0170,2026-04-30,Standard,East,39,56.94,1,1
711,C0171,2026-04-30,Standard,East,56,67.76,2,0
712,C0172,2026-04-30,Standard,North,43,59.33,2,1
713,C0173,2026-04-30,Standard,North,52,75.69,2,1
714,C0174,2026-04-30,Standard,East,11,62.75,1,0
715,C0175,2026-04-30,Standard,North,55,55.04,1,0
716,C0176,2026-04-30,Standard,North,31,63.09,1,0
717,C0177,2026-04-30,Standard,North,32,65.95,3,1
718,C0178,2026-04-30,Premium,West,34,96.61,0,0
719,C0179,2026-04-30,Basic,South,48,32.46,1,0
720,C0180,2026-04-30,Basic,East,45,40.75,3,0
