customer_id,snapshot_date,plan,region,tenure_months,monthly_charge,support_contacts,current_usage_hours,churned_next_month,next_month_usage_hours
C0038,2026-02-28,Standard,South,32,68.31,4,50.32,0,37.19
C0039,2026-02-28,Basic,North,60,29.8,1,34.28,0,37.25
C0040,2026-02-28,Standard,East,33,53.82,1,56.05,0,46.1
C0041,2026-02-28,Standard,North,22,66.62,0,26.49,0,20.42
C0042,2026-02-28,Premium,East,20,99.44,0,54.09,0,44.62
C0043,2026-02-28,Standard,West,69,66.76,1,42.69,0,39.11
C0044,2026-02-28,Basic,West,16,42.4,2,38.65,1,30.81
C0045,2026-02-28,Premium,South,7,101.19,0,47.6,0,53.15
C0046,2026-02-28,Premium,West,29,91.37,1,63.42,0,57.17
C0047,2026-02-28,Basic,East,26,39.92,2,50.79,0,37.78
C0048,2026-02-28,Basic,South,21,32.72,1,34.28,0,26.46
C0049,2026-02-28,Standard,North,53,59.83,0,40.91,0,38.41
C0050,2026-02-28,Basic,South,50,36.56,2,33.64,0,32.1
C0051,2026-02-28,Basic,East,9,28.16,1,33.65,0,26.87
C0052,2026-02-28,Basic,West,4,40.98,0,32.51,0,32.1
C0053,2026-02-28,,North,23,61.61,1,54.09,0,44.91
C0054,2026-02-28,Standard,East,39,66.27,0,59.96,0,53.74
C0055,2026-02-28,Standard,West,25,67.35,1,55.64,0,53.18
C0056,2026-02-28,Standard,West,49,68.43,0,56.4,0,50.41
C0057,2026-02-28,Standard,South,24,65.98,2,52.11,0,36.19
C0058,2026-02-28,Standard,North,24,61.78,1,37.82,0,32.43
C0059,2026-02-28,Basic,South,31,37.94,0,39.18,0,32.33
C0060,2026-02-28,Basic,West,70,34.13,2,45.92,0,37.32
C0061,2026-02-28,Standard,West,8,62.17,2,51.91,0,43.11
C0062,2026-02-28,Standard,East,61,67.0,0,44.2,0,42.78
C0063,2026-02-28,Standard,North,70,68.57,1,55.92,0,47.09
C0064,2026-02-28,Standard,North,19,61.74,0,46.27,0,42.46
C0065,2026-02-28,Standard,South,38,53.92,1,54.7,0,45.83
C0066,2026-02-28,Standard,East,61,63.02,4,45.05,0,39.73
C0067,2026-02-28,Standard,North,66,60.91,2,33.22,0,25.84
C0068,2026-02-28,Basic,East,47,35.31,0,36.2,0,27.67
C0069,2026-02-28,Basic,East,31,33.9,2,13.45,0,13.28
C0070,2026-02-28,Standard,North,52,63.24,0,52.32,0,34.24
C0071,2026-02-28,Basic,North,4,37.79,1,0.95,0,6.89
C0072,2026-02-28,Basic,South,53,39.87,1,17.96,0,13.92
C0073,2026-02-28,Premium,East,25,94.56,2,62.12,0,53.35
C0074,2026-02-28,Basic,West,7,36.75,2,40.94,1,28.88
C0075,2026-02-28,Basic,South,34,36.53,1,25.81,0,41.06
C0076,2026-02-28,Basic,South,52,35.47,2,40.56,0,33.26
C0077,2026-02-28,Basic,West,24,36.88,0,45.14,0,37.23
C0078,2026-02-28,Standard,South,4,67.28,2,33.99,0,22.01
C0079,2026-02-28,Standard,South,42,59.31,1,60.06,0,50.38
C0080,2026-02-28,Standard,South,68,61.27,4,39.63,1,27.35
C0081,2026-02-28,Standard,North,37,71.02,1,49.07,0,35.08
C0082,2026-02-28,Basic,South,30,36.92,0,53.55,0,45.47
C0083,2026-02-28,Premium,East,42,97.88,1,49.16,0,52.63
C0084,2026-02-28,Basic,West,70,24.8,1,29.57,0,22.72
C0085,2026-02-28,Basic,East,20,35.04,2,40.45,0,39.37
C0086,2026-02-28,Basic,West,51,37.77,1,36.01,0,31.25
C0087,2026-02-28,Standard,East,33,73.11,2,35.43,1,46.14
C0088,2026-02-28,Standard,North,66,67.09,0,44.68,0,50.05
C0089,2026-02-28,Basic,South,18,38.52,0,25.52,0,32.2
C0090,2026-02-28,Standard,West,65,66.02,0,54.45,0,47.62
C0091,2026-02-28,Basic,North,63,29.39,0,33.07,0,25.88
C0092,2026-02-28,Standard,West,11,61.86,3,49.78,1,38.19
C0093,2026-02-28,Standard,East,36,56.31,2,49.63,0,48.57
C0094,2026-02-28,Basic,South,63,39.34,3,35.65,0,25.98
C0095,2026-02-28,Basic,West,5,34.08,0,36.2,0,28.18
C0096,2026-02-28,Standard,West,22,63.07,1,39.83,0,33.67
C0097,2026-02-28,Basic,North,23,32.95,3,36.09,0,25.14
C0098,2026-02-28,Basic,North,18,27.13,2,42.61,0,41.87
C0099,2026-02-28,Basic,East,25,32.78,3,38.77,0,27.22
C0100,2026-02-28,Premium,West,13,96.3,1,50.71,0,49.14
C0101,2026-02-28,Premium,North,18,96.85,1,58.22,0,53.25
C0102,2026-02-28,Standard,East,13,62.29,0,44.43,0,55.22
C0103,2026-02-28,Basic,North,20,35.58,0,18.56,0,17.45
C0104,2026-02-28,Premium,East,28,104.18,2,49.11,0,52.24
C0105,2026-02-28,Standard,East,24,65.76,0,49.27,0,44.07
C0106,2026-02-28,Standard,North,23,70.61,0,47.96,0,40.47
C0107,2026-02-28,Standard,East,52,59.26,4,51.13,1,31.67
C0108,2026-02-28,Basic,West,4,32.76,2,34.14,1,30.53
C0109,2026-02-28,Basic,West,43,37.24,2,39.08,1,31.99
C0110,2026-02-28,Premium,North,14,89.32,1,59.13,0,58.49
C0111,2026-02-28,Standard,North,33,74.72,2,42.22,0,37.53
C0112,2026-02-28,Basic,North,34,33.58,1,47.89,1,33.09
C0113,2026-02-28,Basic,South,3,29.19,2,51.56,1,42.87
C0114,2026-02-28,Standard,North,21,64.76,1,58.82,0,46.44
C0115,2026-02-28,Basic,West,29,32.33,0,50.06,0,44.27
C0116,2026-02-28,Premium,West,54,94.32,0,55.74,0,49.28
C0117,2026-02-28,Standard,West,69,66.56,0,50.01,0,51.3
C0118,2026-02-28,Standard,North,19,59.98,2,55.54,0,46.53
C0119,2026-02-28,Standard,North,44,56.72,1,48.73,0,43.79
C0120,2026-02-28,Standard,West,47,62.89,0,50.27,0,37.72
C0121,2026-02-28,Standard,South,38,59.9,1,52.92,0,39.82
C0122,2026-02-28,Standard,East,21,72.0,0,44.5,0,36.31
C0123,2026-02-28,Basic,West,38,37.95,0,42.78,0,35.69
C0124,2026-02-28,Basic,North,52,36.91,1,33.0,0,34.9
C0125,2026-02-28,Basic,North,65,34.94,0,41.13,0,49.63
C0126,2026-02-28,Standard,North,42,61.25,0,53.96,0,52.06
C0127,2026-02-28,Basic,North,49,37.16,5,41.21,1,29.85
C0128,2026-02-28,Basic,North,49,33.4,2,51.83,0,38.23
C0129,2026-02-28,Basic,West,65,32.61,1,22.86,0,22.67
C0130,2026-02-28,Standard,East,25,58.46,1,55.79,0,43.97
C0131,2026-02-28,,West,32,38.03,1,39.1,0,33.44
C0132,2026-02-28,Premium,West,23,99.05,2,41.09,1,36.82
C0133,2026-02-28,Standard,West,46,66.59,1,57.29,0,49.03
C0134,2026-02-28,Basic,North,45,35.94,1,28.97,0,33.45
C0135,2026-02-28,,South,14,57.51,0,30.07,0,30.58
C0136,2026-02-28,Basic,West,14,29.47,0,31.05,0,34.82
C0137,2026-02-28,Premium,North,60,81.53,2,50.02,0,46.0
C0138,2026-02-28,Standard,North,34,61.56,1,47.26,0,49.64
C0139,2026-02-28,Standard,East,32,68.22,2,38.86,0,34.1
C0140,2026-02-28,Basic,West,42,19.63,1,34.86,0,34.15
C0141,2026-02-28,Standard,West,51,64.49,0,58.79,0,53.0
C0142,2026-02-28,Standard,West,67,52.81,2,45.67,0,41.69
C0143,2026-02-28,Premium,North,29,93.52,1,58.18,0,55.89
C0144,2026-02-28,Standard,West,48,64.1,1,52.93,0,52.95
C0145,2026-02-28,Standard,West,32,68.79,1,54.89,0,44.96
C0146,2026-02-28,Basic,East,14,44.45,0,21.74,0,22.4
C0147,2026-02-28,,West,31,29.71,1,40.21,0,29.46
C0148,2026-02-28,Standard,West,33,74.95,0,23.26,0,20.05
C0149,2026-02-28,Standard,South,11,59.99,0,58.98,0,54.55
C0150,2026-02-28,Basic,North,26,35.34,0,41.19,0,46.74
C0151,2026-02-28,Premium,South,27,91.51,0,57.24,0,45.42
C0152,2026-02-28,Premium,North,22,89.11,0,65.25,0,54.55
C0153,2026-02-28,Basic,North,58,42.6,1,35.76,0,36.05
C0154,2026-02-28,Standard,North,65,61.17,2,41.35,0,33.28
C0155,2026-02-28,Basic,East,53,34.58,2,37.03,0,31.4
C0156,2026-02-28,Standard,East,17,63.21,1,43.08,0,33.96
C0157,2026-02-28,Basic,East,65,22.2,3,34.76,1,30.45
C0158,2026-02-28,Standard,East,65,68.99,2,49.18,0,35.17
C0159,2026-02-28,Standard,East,40,61.75,1,36.44,0,25.77
C0160,2026-02-28,Standard,East,54,70.54,1,53.72,0,47.16
C0161,2026-02-28,Basic,North,61,40.4,2,43.14,0,39.84
C0162,2026-02-28,Premium,West,37,,1,47.28,0,46.86
C0163,2026-02-28,Basic,South,60,30.59,3,42.85,0,42.23
C0164,2026-02-28,Basic,North,15,35.77,1,29.56,0,22.22
C0165,2026-02-28,Standard,West,32,70.65,0,44.31,0,34.72
C0166,2026-02-28,Basic,East,31,33.54,1,41.35,0,24.86
C0167,2026-02-28,Premium,North,24,99.5,0,49.33,0,47.73
C0168,2026-02-28,Premium,North,11,94.61,1,47.22,0,45.97
C0169,2026-02-28,Basic,North,64,39.33,1,43.13,0,40.0
C0170,2026-02-28,Premium,South,10,99.27,2,39.46,0,34.25
C0171,2026-02-28,Basic,North,63,43.03,0,46.97,0,43.94
C0172,2026-02-28,Standard,East,27,73.0,1,34.82,0,17.66
C0173,2026-02-28,Basic,East,35,38.58,0,30.91,0,22.89
C0174,2026-02-28,,West,33,,3,54.33,0,39.33
C0175,2026-02-28,Basic,East,26,37.9,0,50.38,0,29.25
C0176,2026-02-28,Basic,East,62,36.75,2,28.84,0,22.34
C0177,2026-02-28,Standard,East,70,67.71,0,58.18,0,55.83
C0178,2026-02-28,Premium,North,29,104.88,0,51.33,0,46.7
C0179,2026-02-28,,North,61,94.8,1,57.57,0,41.1
C0180,2026-02-28,Standard,East,45,58.11,1,43.71,0,34.57
C0181,2026-02-28,Premium,North,66,101.42,3,47.55,0,35.19
C0182,2026-02-28,Premium,North,39,86.93,1,47.95,0,35.2
C0183,2026-02-28,Standard,North,48,65.94,0,53.07,0,39.25
C0184,2026-02-28,Basic,West,51,39.34,0,37.4,0,37.7
C0185,2026-02-28,Standard,South,41,63.99,0,65.38,0,47.84
C0186,2026-02-28,Standard,East,45,61.78,1,36.56,0,31.16
C0187,2026-02-28,Basic,South,47,37.54,0,32.11,0,30.8
C0188,2026-02-28,Basic,North,24,35.48,1,21.41,0,21.22
C0189,2026-02-28,Standard,South,47,62.78,0,53.78,0,50.38
C0190,2026-02-28,Basic,North,43,32.29,0,51.37,0,42.44
C0191,2026-02-28,Premium,West,47,100.9,3,55.1,0,40.39
C0192,2026-02-28,Basic,North,32,30.73,0,34.78,0,35.55
C0193,2026-02-28,Basic,South,68,41.2,5,30.89,1,16.6
C0194,2026-02-28,Premium,West,32,91.12,0,53.44,0,53.0
C0195,2026-02-28,Basic,East,19,34.74,1,24.07,0,27.28
C0196,2026-02-28,Basic,South,16,35.94,0,22.21,0,15.47
C0197,2026-02-28,Standard,East,58,72.48,0,52.32,0,49.75
C0198,2026-02-28,Premium,West,59,97.68,0,62.94,0,55.38
C0199,2026-02-28,Basic,South,69,30.23,0,64.14,0,53.06
C0200,2026-02-28,Basic,East,43,41.93,2,33.49,0,28.13
C0201,2026-02-28,Standard,West,31,55.89,1,63.53,0,63.92
C0202,2026-02-28,Premium,East,26,90.48,1,51.88,0,51.52
C0203,2026-02-28,Standard,South,61,59.45,2,41.98,0,36.66
C0204,2026-02-28,Basic,North,66,21.31,1,38.66,0,30.84
C0205,2026-02-28,Basic,North,44,35.98,2,29.0,0,34.21
C0206,2026-02-28,Basic,West,59,36.95,0,39.37,0,33.63
C0207,2026-02-28,Basic,East,31,37.14,2,38.71,1,30.67
C0208,2026-02-28,Standard,South,44,63.5,2,28.93,1,26.8
C0209,2026-02-28,Basic,South,46,37.12,0,19.03,0,21.54
C0210,2026-02-28,Standard,East,32,57.94,0,59.25,0,53.57
C0211,2026-02-28,Standard,East,61,61.12,2,47.98,0,37.7
C0212,2026-02-28,Standard,East,18,69.12,3,30.2,1,29.87
C0213,2026-02-28,Basic,South,9,40.07,0,29.72,0,32.04
C0214,2026-02-28,Premium,East,7,90.88,2,62.03,0,45.77
C0215,2026-02-28,Standard,South,23,59.95,0,41.38,0,37.67
C0216,2026-02-28,Standard,West,53,,0,44.57,1,36.56
C0217,2026-02-28,Basic,North,4,35.17,2,42.79,0,39.62
C0218,2026-02-28,Basic,North,37,33.52,0,53.0,0,36.28
C0219,2026-02-28,Premium,South,17,92.61,0,57.21,0,63.76
C0220,2026-02-28,Basic,East,49,37.08,1,46.11,0,44.07
C0221,2026-02-28,Basic,East,23,35.5,0,47.07,0,45.74
C0222,2026-02-28,Standard,South,34,61.33,0,47.99,0,53.06
C0223,2026-02-28,Standard,West,24,67.55,1,49.26,0,47.7
C0224,2026-02-28,Premium,South,30,90.61,1,66.42,0,65.08
C0225,2026-02-28,Basic,North,6,39.45,0,39.78,0,35.12
C0226,2026-02-28,Premium,North,3,95.05,1,47.1,0,52.84
C0227,2026-02-28,Basic,West,46,31.46,0,46.58,0,42.65
C0228,2026-02-28,Standard,North,41,72.41,2,35.2,1,36.47
C0229,2026-02-28,Standard,West,29,63.38,4,39.92,0,32.44
C0230,2026-02-28,Basic,South,20,34.09,0,34.38,0,29.74
C0231,2026-02-28,Basic,North,63,43.14,4,44.15,0,33.71
C0232,2026-02-28,Basic,South,62,31.76,1,52.86,0,42.04
C0233,2026-02-28,Premium,East,15,103.08,0,51.44,0,45.11
C0234,2026-02-28,Standard,South,28,70.08,1,45.79,0,43.21
C0235,2026-02-28,Premium,West,70,105.58,2,57.8,0,42.76
C0236,2026-02-28,Premium,East,42,94.7,1,68.9,0,56.44
C0237,2026-02-28,Standard,South,28,65.55,1,40.49,1,35.92
C0238,2026-02-28,Standard,East,31,69.68,2,55.56,0,39.83
C0239,2026-02-28,Basic,West,26,32.61,0,29.07,0,22.02
C0240,2026-02-28,Basic,South,12,33.03,2,33.49,0,30.15
C0241,2026-02-28,Premium,North,51,91.43,1,40.19,0,45.13
C0242,2026-02-28,Standard,South,48,55.11,1,55.82,0,49.46
C0243,2026-02-28,Basic,West,35,32.29,5,47.25,0,31.2
C0244,2026-02-28,Standard,North,65,66.68,0,34.57,0,31.38
C0245,2026-02-28,Standard,West,19,65.7,2,59.08,0,53.75
C0246,2026-02-28,Premium,East,32,102.13,1,59.89,0,62.1
C0247,2026-02-28,Standard,East,57,57.56,1,43.76,0,40.59
C0248,2026-02-28,Basic,South,50,34.48,2,45.41,0,27.65
C0249,2026-02-28,Basic,West,44,40.54,0,33.02,0,34.04
C0250,2026-02-28,Standard,North,30,65.62,0,40.45,0,34.76
C0251,2026-02-28,Standard,South,37,60.03,0,30.66,0,30.72
C0252,2026-02-28,Premium,South,27,99.64,1,53.81,0,52.31
C0253,2026-02-28,Standard,South,34,72.31,1,38.93,0,33.94
C0254,2026-02-28,Basic,South,13,42.56,4,39.85,0,30.75
C0255,2026-02-28,Basic,North,27,30.09,0,44.27,0,42.43
C0256,2026-02-28,Standard,North,52,70.36,0,47.31,0,49.02
C0257,2026-02-28,Premium,North,35,91.73,1,60.39,0,55.22
C0258,2026-02-28,Basic,East,21,37.63,1,40.35,0,37.21
C0259,2026-02-28,Basic,South,32,40.51,0,32.03,0,34.29
C0260,2026-02-28,Standard,East,16,70.66,0,45.14,0,41.66
C0261,2026-02-28,Basic,East,48,29.07,1,44.2,0,40.84
C0262,2026-02-28,Premium,East,9,96.48,0,73.43,1,62.87
C0263,2026-02-28,Basic,East,29,,1,15.45,0,13.1
C0264,2026-02-28,Basic,East,26,44.97,2,16.24,1,23.7
C0265,2026-02-28,Premium,East,65,94.67,1,44.99,0,43.32
C0266,2026-02-28,Basic,East,68,33.42,2,35.88,0,35.11
C0267,2026-02-28,Basic,East,33,42.64,1,48.94,0,35.8
C0268,2026-02-28,Basic,South,9,33.66,0,49.28,0,36.82
C0269,2026-02-28,Basic,North,17,38.1,1,35.73,0,37.5
C0270,2026-02-28,Basic,West,32,28.38,2,46.2,0,39.48
C0271,2026-02-28,Basic,South,35,29.57,0,48.8,0,47.44
C0272,2026-02-28,Basic,East,28,41.8,1,30.44,0,30.51
C0273,2026-02-28,Basic,North,63,39.71,0,39.67,0,35.44
C0274,2026-02-28,Standard,South,22,61.58,1,47.95,0,46.31
C0275,2026-02-28,Standard,East,45,59.57,0,45.04,0,35.89
C0276,2026-02-28,Basic,East,9,34.62,0,44.9,0,42.89
C0277,2026-02-28,Basic,East,26,34.74,0,43.8,0,36.07
C0278,2026-02-28,Standard,South,61,64.0,2,40.66,0,42.71
C0279,2026-02-28,Premium,West,17,101.37,1,69.38,0,66.7
C0280,2026-02-28,Premium,East,41,89.68,0,30.24,0,28.01
C0281,2026-02-28,Basic,West,15,39.62,1,22.76,0,18.99
C0282,2026-02-28,Basic,East,42,29.69,1,21.91,1,23.88
C0283,2026-02-28,Basic,East,33,32.34,0,33.81,0,38.8
C0284,2026-02-28,Basic,West,51,30.07,2,31.1,0,25.09
C0285,2026-02-28,Standard,North,66,67.95,3,35.05,0,24.05
C0286,2026-02-28,Basic,West,3,29.55,0,24.42,0,24.66
C0287,2026-02-28,Basic,West,36,37.13,1,31.26,0,28.16
C0288,2026-02-28,Basic,East,6,27.29,0,56.02,0,47.22
C0289,2026-02-28,Standard,East,69,60.06,1,64.61,0,57.64
C0290,2026-02-28,Basic,East,63,27.95,1,35.57,0,32.59
C0291,2026-02-28,Premium,South,11,98.05,0,49.51,0,48.95
C0292,2026-02-28,Basic,West,11,28.94,3,27.32,1,23.64
C0293,2026-02-28,Premium,North,70,103.57,1,40.76,0,41.29
C0294,2026-02-28,Basic,South,42,37.8,1,32.78,0,28.43
C0295,2026-02-28,Premium,East,20,92.1,0,37.3,0,46.59
C0296,2026-02-28,Premium,West,40,97.55,2,58.94,0,46.3
C0297,2026-02-28,Premium,South,48,100.62,3,38.19,0,36.39
C0298,2026-02-28,Premium,South,39,96.94,1,48.59,0,53.3
C0299,2026-02-28,Standard,North,69,68.92,1,45.4,0,34.3
C0300,2026-02-28,Standard,North,9,66.97,1,50.6,0,44.98
C0301,2026-02-28,Standard,North,12,73.45,1,55.47,0,50.38
C0302,2026-02-28,Basic,North,49,33.92,1,25.62,0,24.79
C0303,2026-02-28,Standard,West,37,61.58,0,59.95,1,56.21
C0304,2026-02-28,Standard,West,7,65.16,1,40.16,0,47.8
C0305,2026-02-28,Premium,West,53,92.58,0,64.84,0,62.24
C0306,2026-02-28,Standard,North,36,74.59,2,34.92,0,36.99
C0307,2026-02-28,Basic,North,58,37.23,1,30.37,0,29.21
C0308,2026-02-28,Standard,South,57,73.75,2,47.8,0,29.62
C0309,2026-02-28,Basic,East,38,38.01,4,37.55,1,27.4
C0310,2026-02-28,Basic,South,19,33.68,4,43.95,0,38.33
C0311,2026-02-28,Standard,South,53,62.22,2,45.66,0,38.01
C0312,2026-02-28,Basic,North,41,32.46,0,42.56,0,40.53
C0313,2026-02-28,Basic,East,19,,1,41.69,0,31.37
C0314,2026-02-28,Basic,South,23,,0,37.69,0,30.3
C0315,2026-02-28,Basic,North,26,46.01,2,44.99,0,35.36
C0316,2026-02-28,Basic,East,38,37.99,2,54.51,0,39.88
C0317,2026-02-28,Basic,West,46,19.34,3,56.56,0,57.73
C0318,2026-02-28,Standard,North,41,64.96,0,31.64,0,35.17
C0319,2026-02-28,Basic,South,47,50.9,1,29.42,0,27.62
C0320,2026-02-28,Premium,West,37,95.16,3,73.22,0,62.25
C0321,2026-02-28,Premium,East,42,98.31,0,34.57,0,41.98
C0322,2026-02-28,Standard,West,11,67.6,2,37.44,0,22.28
C0323,2026-02-28,Basic,South,28,36.94,0,34.25,0,37.64
C0324,2026-02-28,Standard,South,5,66.61,3,31.74,1,37.33
C0325,2026-02-28,Premium,East,68,95.66,1,49.64,0,54.88
C0326,2026-02-28,Standard,North,7,64.73,2,44.7,0,49.8
C0327,2026-02-28,Premium,North,40,101.55,0,43.94,0,42.32
C0328,2026-02-28,Standard,East,21,73.85,2,41.27,1,29.84
C0329,2026-02-28,Standard,East,37,70.62,2,32.12,0,29.13
C0330,2026-02-28,Basic,North,58,36.03,0,53.66,0,49.44
C0331,2026-02-28,Standard,East,68,63.11,2,42.87,1,34.92
C0332,2026-02-28,Basic,South,59,37.33,1,47.84,0,45.61
C0333,2026-02-28,Standard,East,59,67.19,1,42.31,0,34.91
C0334,2026-02-28,Premium,West,6,93.98,0,41.87,0,44.62
C0335,2026-02-28,Basic,North,18,29.45,1,31.62,1,29.39
C0336,2026-02-28,Standard,West,19,64.83,3,14.0,0,8.35
C0337,2026-02-28,Basic,South,64,39.81,2,31.83,0,29.79
C0338,2026-02-28,Standard,West,37,57.73,2,24.5,0,19.78
C0339,2026-02-28,Basic,South,9,37.41,4,13.71,0,1.19
C0340,2026-02-28,Premium,South,28,95.89,4,42.35,0,29.66
C0341,2026-02-28,Basic,West,70,34.7,5,52.84,1,46.51
C0342,2026-02-28,Premium,East,13,99.49,0,51.43,0,53.77
C0343,2026-02-28,Premium,North,20,100.93,0,64.74,0,59.06
C0344,2026-02-28,Standard,East,11,67.17,0,50.97,0,45.52
C0345,2026-02-28,Standard,West,58,65.68,1,60.63,0,50.1
C0346,2026-02-28,Standard,South,70,71.83,1,45.01,0,39.98
C0347,2026-02-28,Premium,West,66,93.53,4,56.5,0,55.77
C0348,2026-02-28,Basic,East,12,30.21,1,43.04,0,41.88
C0349,2026-02-28,Standard,South,31,61.54,0,38.59,0,35.39
C0350,2026-02-28,Basic,North,3,29.39,0,45.86,0,42.45
C0351,2026-02-28,Standard,East,47,68.32,0,36.2,0,39.72
C0352,2026-02-28,Basic,North,8,40.24,1,48.09,0,30.03
C0353,2026-02-28,Standard,West,52,67.13,0,33.86,0,32.4
C0354,2026-02-28,Standard,East,28,57.76,0,40.55,0,34.99
C0355,2026-02-28,Standard,South,19,74.54,0,51.89,0,42.0
C0356,2026-02-28,Standard,North,69,72.63,0,50.13,0,45.48
C0357,2026-02-28,Standard,East,48,63.03,1,35.04,0,28.32
C0358,2026-02-28,Standard,North,11,72.49,0,44.21,0,43.45
C0359,2026-02-28,Standard,South,10,62.52,2,39.52,0,37.63
C0360,2026-02-28,Standard,West,22,60.17,0,43.21,0,40.26
C0001,2026-03-31,Standard,North,35,68.03,3,30.82,0,27.27
C0002,2026-03-31,Standard,West,47,67.05,1,39.83,0,38.39
C0003,2026-03-31,Premium,West,22,100.32,3,61.7,0,52.47
C0004,2026-03-31,Standard,North,4,68.07,1,29.32,0,29.05
C0005,2026-03-31,Basic,West,57,43.1,2,34.65,1,31.12
C0006,2026-03-31,Premium,North,33,98.79,3,54.83,0,47.2
C0007,2026-03-31,Standard,East,57,69.38,1,45.93,0,43.84
C0008,2026-03-31,Standard,North,45,59.01,1,67.15,0,55.97
C0009,2026-03-31,Basic,South,25,32.32,0,28.86,0,26.63
C0010,2026-03-31,Standard,East,41,60.65,0,24.26,0,26.66
C0011,2026-03-31,Basic,East,22,30.18,2,17.24,0,8.76
C0012,2026-03-31,Premium,South,14,95.4,0,33.54,0,45.77
C0013,2026-03-31,Standard,West,19,66.81,2,35.47,0,24.46
C0014,2026-03-31,Premium,West,34,104.06,1,46.9,0,45.54
C0015,2026-03-31,Standard,North,32,70.09,1,51.3,0,39.71
C0016,2026-03-31,Basic,East,6,31.46,1,32.39,0,37.7
C0017,2026-03-31,Standard,East,43,71.53,1,51.84,0,42.98
C0018,2026-03-31,Basic,South,66,31.49,0,34.11,0,39.21
C0019,2026-03-31,Premium,East,14,92.82,0,56.23,0,58.43
C0020,2026-03-31,Standard,West,58,63.57,0,43.05,0,42.92
C0021,2026-03-31,Standard,West,17,63.95,0,31.47,0,30.71
C0022,2026-03-31,Basic,West,54,29.71,2,31.08,0,25.67
C0023,2026-03-31,Premium,East,65,99.77,2,52.67,0,44.83
C0024,2026-03-31,Premium,South,67,91.79,1,48.67,0,39.95
C0025,2026-03-31,Standard,West,34,63.23,1,55.12,0,51.89
C0026,2026-03-31,Basic,South,61,43.07,2,35.13,0,32.91
C0027,2026-03-31,Standard,East,20,55.76,1,62.98,0,47.14
C0028,2026-03-31,Basic,South,29,36.7,1,32.13,0,28.96
C0029,2026-03-31,Basic,South,61,25.29,1,24.6,0,27.88
C0030,2026-03-31,Standard,North,54,64.14,3,50.9,0,33.78
C0031,2026-03-31,Standard,West,54,67.77,3,32.57,0,26.61
C0032,2026-03-31,Premium,North,50,94.03,1,46.92,0,36.31
C0033,2026-03-31,Basic,North,46,31.89,0,38.45,0,41.44
C0034,2026-03-31,Basic,West,33,38.81,0,41.56,0,37.79
C0035,2026-03-31,Standard,East,59,65.12,4,38.91,0,29.19
C0036,2026-03-31,Basic,South,35,34.37,0,46.94,0,46.4
C0037,2026-03-31,Basic,East,29,28.42,2,43.23,0,33.3
C0038,2026-03-31,Standard,South,44,62.58,0,65.06,0,64.15
C0039,2026-03-31,Basic,North,11,36.21,1,41.43,0,39.72
C0040,2026-03-31,Standard,East,18,69.63,1,52.47,0,44.91
C0041,2026-03-31,Standard,North,12,61.76,2,29.33,0,19.24
C0042,2026-03-31,Premium,East,27,93.99,1,53.01,0,39.13
C0043,2026-03-31,Standard,West,39,68.72,1,46.42,0,44.95
C0044,2026-03-31,Basic,West,44,36.41,3,32.67,0,32.17
C0045,2026-03-31,Premium,South,28,92.27,0,56.29,0,53.98
C0046,2026-03-31,Premium,West,55,99.9,3,49.7,0,51.32
C0047,2026-03-31,Basic,East,51,26.91,2,65.43,0,44.68
C0048,2026-03-31,Basic,South,22,35.39,3,39.22,0,39.99
C0049,2026-03-31,Standard,North,51,58.14,2,48.46,0,40.6
C0050,2026-03-31,Basic,South,55,47.82,0,35.3,0,30.71
C0051,2026-03-31,Basic,East,43,33.76,1,29.76,0,18.81
C0052,2026-03-31,Basic,West,14,41.28,1,38.21,0,32.36
C0053,2026-03-31,Standard,North,65,60.07,0,55.98,0,50.99
C0054,2026-03-31,Standard,East,68,65.04,0,58.4,0,47.05
C0055,2026-03-31,Standard,West,65,64.06,0,64.86,0,59.91
C0056,2026-03-31,Standard,West,48,70.38,0,58.02,0,49.54
C0057,2026-03-31,Standard,South,19,73.56,0,46.28,0,36.85
C0058,2026-03-31,Standard,North,9,75.6,0,33.39,0,32.01
C0059,2026-03-31,Basic,South,22,34.71,2,35.26,0,25.18
C0060,2026-03-31,Basic,West,64,45.37,1,53.89,0,38.45
C0061,2026-03-31,Standard,West,58,64.95,2,63.37,0,50.59
C0062,2026-03-31,Standard,East,14,59.86,0,51.51,0,51.11
C0063,2026-03-31,Standard,North,55,63.75,3,48.33,0,35.14
C0064,2026-03-31,Standard,North,38,63.43,2,42.43,0,30.25
C0065,2026-03-31,Standard,South,20,64.82,1,60.01,0,37.44
C0066,2026-03-31,Standard,East,16,72.43,0,53.43,0,41.54
C0067,2026-03-31,Standard,North,56,60.48,1,43.78,1,36.98
C0068,2026-03-31,Basic,East,27,36.03,0,45.53,0,46.43
C0069,2026-03-31,Basic,East,11,35.84,0,17.82,0,18.62
C0070,2026-03-31,Standard,North,19,73.11,0,49.41,0,41.76
C0071,2026-03-31,Basic,North,67,34.89,2,1.84,0,3.9
C0072,2026-03-31,Basic,South,20,39.85,2,21.11,0,22.25
C0073,2026-03-31,Premium,East,48,107.97,1,65.35,0,62.58
C0074,2026-03-31,Basic,West,43,29.98,0,33.6,0,27.18
C0075,2026-03-31,Basic,South,10,33.76,0,26.46,0,22.6
C0076,2026-03-31,Basic,South,10,34.86,3,27.75,0,18.28
