customer_id,snapshot_date,access_group,tenure_months,monthly_charge,support_contacts,usage_hours,plan,region,churned_next_month
C00976,2026-02-28,Group A,15,85.28,2,50.0,Premium,West,1
C00321,2026-02-28,Group C,22,35.8,2,41.25,Basic,North,1
C01032,2026-02-28,Group B,22,43.21,1,34.51,Basic,East,0
C01034,2026-02-28,Group A,37,33.83,0,47.71,Basic,South,0
C01462,2026-02-28,Group A,58,60.59,2,40.46,Standard,South,0
C01095,2026-02-28,Group A,58,67.15,0,17.78,Standard,North,0
C00326,2026-02-28,Group A,33,67.81,0,28.34,Standard,West,0
C00327,2026-02-28,Group B,13,69.1,4,59.2,Standard,South,0
C00209,2026-02-28,Group A,27,31.13,0,48.27,Basic,South,0
C00263,2026-02-28,Group A,12,28.7,2,30.38,Basic,East,0
C00262,2026-02-28,Group B,21,35.13,0,50.11,Basic,East,0
C00271,2026-02-28,Group C,69,30.93,0,28.32,Basic,North,0
C01459,2026-02-28,Group A,8,58.22,2,49.69,Standard,South,0
C00968,2026-02-28,Group B,13,31.09,4,32.86,Basic,West,1
C00333,2026-02-28,Group C,46,29.33,2,48.58,Basic,South,0
C01123,2026-02-28,Group C,52,91.36,1,50.41,Premium,West,0
C00964,2026-02-28,Group C,17,65.19,5,32.4,Standard,North,0
C00259,2026-02-28,Group B,14,64.75,0,40.76,Standard,West,0
C00338,2026-02-28,Group B,63,28.22,3,35.09,Basic,East,0
C00339,2026-02-28,Group A,50,62.01,0,40.49,Standard,West,0
C01454,2026-02-28,Group A,11,65.6,0,38.94,Standard,East,0
C00342,2026-02-28,Group B,13,92.36,0,43.51,Premium,North,0
C00066,2026-02-28,Group C,47,36.6,2,43.46,Basic,West,0
C00254,2026-02-28,Group A,61,97.3,2,65.04,Premium,North,0
C00952,2026-02-28,Group C,30,94.37,1,49.04,Premium,West,0
C00971,2026-02-28,Group A,15,26.26,1,29.17,Basic,East,0
C00346,2026-02-28,Group A,4,94.19,1,45.78,Premium,South,1
C00988,2026-02-28,Group A,26,40.87,0,57.81,Basic,East,0
C00315,2026-02-28,Group A,9,70.22,1,45.37,Standard,South,0
C01106,2026-02-28,Group C,41,36.73,1,46.23,Basic,West,0
C00216,2026-02-28,Group A,17,62.5,4,45.53,Standard,South,0
C01013,2026-02-28,Group A,47,35.26,1,33.12,Basic,West,0
C01479,2026-02-28,Group A,46,71.92,2,33.78,Standard,West,0
C00292,2026-02-28,Group B,71,64.18,1,44.55,Standard,East,0
C01107,2026-02-28,Group A,55,63.04,2,24.33,Standard,South,0
C00294,2026-02-28,Group B,66,39.01,1,33.54,Basic,South,0
C01011,2026-02-28,Group A,47,40.19,1,34.32,Basic,East,0
C01112,2026-02-28,Group C,21,47.1,0,43.42,Basic,North,1
C01105,2026-02-28,Group C,36,70.33,0,41.53,Standard,North,0
C01113,2026-02-28,Group C,5,65.92,0,59.41,Standard,South,0
C00299,2026-02-28,Group C,61,27.86,1,30.15,Basic,East,0
C00077,2026-02-28,Group B,51,42.7,1,28.31,Basic,West,0
C01476,2026-02-28,Group A,9,67.36,1,49.69,Standard,North,0
C01474,2026-02-28,Group A,14,68.94,0,42.01,Standard,West,0
C01115,2026-02-28,Group B,51,40.43,0,50.35,Basic,North,0
C00078,2026-02-28,Group A,11,37.52,1,34.39,Basic,South,0
C00307,2026-02-28,Group C,49,32.84,1,46.6,Basic,North,0
C00281,2026-02-28,Group B,40,53.26,1,22.61,Standard,East,0
C00993,2026-02-28,Group A,66,95.25,2,56.98,Premium,South,0
C00309,2026-02-28,Group B,48,70.65,1,29.03,Standard,North,0
C00096,2026-02-28,Group C,19,36.72,1,47.1,Basic,West,0
C00989,2026-02-28,Group B,48,40.66,0,49.5,Basic,East,0
C00211,2026-02-28,Group B,54,84.48,0,49.02,Premium,South,0
C00314,2026-02-28,Group B,63,50.4,1,47.0,Standard,West,0
C01483,2026-02-28,Group A,70,61.37,1,40.16,Standard,West,0
C01114,2026-02-28,Group B,40,66.72,2,40.32,Standard,East,0
C01451,2026-02-28,Group A,57,100.0,1,41.23,Premium,North,0
C01124,2026-02-28,Group C,13,41.11,2,37.56,Basic,West,0
C00349,2026-02-28,Group C,4,100.63,1,56.31,Premium,North,0
C00925,2026-02-28,Group B,6,,0,43.33,Standard,North,0
C00368,2026-02-28,Group B,53,,0,39.37,Premium,North,0
C01085,2026-02-28,Group A,14,36.36,0,32.36,Basic,North,0
C00226,2026-02-28,Group B,49,33.07,3,27.53,Basic,East,1
C01435,2026-02-28,Group B,44,35.91,0,31.51,Basic,South,0
C00253,2026-02-28,Group A,21,85.81,1,65.2,Premium,North,0
C00239,2026-02-28,Group A,47,22.93,2,49.02,Basic,East,0
C01145,2026-02-28,Group A,18,71.3,1,42.3,Standard,North,0
C00919,2026-02-28,Group A,49,30.41,2,38.09,Basic,East,0
C01060,2026-02-28,Group A,3,39.28,0,34.69,Basic,East,0
C00928,2026-02-28,Group A,19,35.7,0,21.61,Basic,North,0
C01433,2026-02-28,Group C,18,32.55,4,36.59,Basic,East,1
C00912,2026-02-28,Group B,18,92.43,3,44.23,Premium,West,0
C00380,2026-02-28,Group C,53,34.1,1,49.95,Basic,North,0
C01429,2026-02-28,Group A,24,30.62,1,37.77,Basic,East,0
C00384,2026-02-28,Group B,19,73.85,1,47.91,Standard,North,0
C00908,2026-02-28,Group C,70,33.92,1,34.4,Basic,East,0
C01072,2026-02-28,Group A,15,65.09,0,42.83,Standard,North,0
C00230,2026-02-28,Group A,24,91.17,1,59.11,Premium,West,0
C01425,2026-02-28,Group A,11,62.85,1,36.51,Standard,South,0
C00392,2026-02-28,Group B,48,53.64,0,32.52,Standard,West,0
C00903,2026-02-28,Group A,21,20.61,3,50.36,Basic,North,0
C01432,2026-02-28,Group C,33,37.31,2,35.74,Basic,North,0
C01494,2026-02-28,Group A,37,67.9,0,36.18,Standard,South,0
C01014,2026-02-28,Group A,56,54.62,0,69.74,Standard,North,0
C00363,2026-02-28,Group B,67,63.21,0,51.0,Standard,West,0
C00224,2026-02-28,Group C,23,64.61,0,40.27,Standard,North,0
C01491,2026-02-28,Group A,62,33.79,2,54.34,Basic,North,0
C00353,2026-02-28,Group B,4,65.38,0,31.47,Standard,North,0
C01047,2026-02-28,Group B,34,69.9,1,33.43,Standard,East,0
C00072,2026-02-28,Group B,8,29.75,2,40.26,Basic,West,0
C00088,2026-02-28,Group C,36,29.1,2,33.95,Basic,North,0
C00206,2026-02-28,Group C,71,64.66,0,51.51,Standard,South,0
C00251,2026-02-28,Group A,46,32.59,0,49.36,Basic,East,0
C00950,2026-02-28,Group B,42,100.63,2,71.4,Premium,North,0
C00933,2026-02-28,Group B,2,63.7,2,34.38,Standard,North,0
C01439,2026-02-28,Group A,6,63.37,0,47.61,Standard,West,0
C01044,2026-03-31,Group B,60,60.79,3,43.67,Standard,South,0
C00063,2026-03-31,Group C,46,27.04,2,61.75,Basic,South,0
C00710,2026-03-31,Group A,8,93.75,1,74.58,Premium,West,0
C00718,2026-03-31,Group A,3,35.03,1,47.49,Basic,West,0
C00068,2026-03-31,Group B,35,67.75,0,46.89,Standard,North,0
C00630,2026-03-31,Group A,31,31.62,1,31.51,Basic,North,0
C00070,2026-03-31,Group A,37,91.26,1,52.0,Premium,East,0
C00628,2026-03-31,Group C,67,41.44,3,47.76,Basic,East,0
C00709,2026-03-31,Group C,62,38.52,1,31.92,Basic,South,0
C00627,2026-03-31,Group B,29,37.47,1,38.84,Basic,South,0
C00139,2026-03-31,Group A,66,,0,43.41,Standard,West,0
C01018,2026-03-31,Group A,51,64.1,0,43.57,Standard,West,0
C01017,2026-03-31,Group C,60,34.32,1,30.88,Basic,East,0
C01285,2026-03-31,Group A,41,60.96,2,48.45,Standard,South,0
C01066,2026-03-31,Group B,5,30.39,2,39.33,Basic,East,0
C01039,2026-03-31,Group C,69,38.36,4,55.26,Basic,North,0
C01092,2026-03-31,Group B,71,95.65,0,44.18,Premium,South,0
C01043,2026-03-31,Group A,28,62.72,2,42.2,Standard,South,0
C01075,2026-03-31,Group B,55,65.01,0,48.04,Standard,West,0
C00073,2026-03-31,Group A,3,31.48,1,57.29,Basic,North,0
C01102,2026-03-31,Group C,17,32.41,2,16.09,Basic,South,0
C00140,2026-03-31,Group B,42,36.47,2,48.62,Basic,West,0
C01271,2026-03-31,Group B,70,,0,29.11,Standard,East,0
C00065,2026-03-31,Group A,44,37.58,1,42.56,Basic,South,0
C00687,2026-03-31,Group A,50,39.16,1,35.2,Basic,South,0
C00689,2026-03-31,Group C,21,33.69,4,41.23,Basic,North,1
C01268,2026-03-31,Group A,35,23.65,0,24.81,Basic,South,0
C00647,2026-03-31,Group B,28,86.33,0,59.31,Premium,West,0
C01069,2026-03-31,Group A,23,48.07,1,16.81,Basic,North,0
C01031,2026-03-31,Group A,6,67.64,1,50.93,Standard,East,0
C00644,2026-03-31,Group A,21,67.13,2,45.75,Standard,East,1
C01030,2026-03-31,Group A,15,37.7,0,20.15,Basic,East,0
C01052,2026-03-31,Group B,44,35.15,2,43.34,Basic,North,0
C00044,2026-03-31,Group A,30,26.55,3,36.63,Basic,West,0
C01094,2026-03-31,Group C,18,,2,32.85,Basic,South,0
C01079,2026-03-31,Group C,68,66.19,2,37.67,Standard,West,0
C00076,2026-03-31,Group A,62,101.26,5,59.56,Premium,North,0
C00651,2026-03-31,Group A,22,38.39,3,28.27,Basic,West,0
C01057,2026-03-31,Group A,53,35.13,1,33.3,Basic,West,0
C01100,2026-03-31,Group B,70,30.68,2,24.45,Basic,East,0
C01302,2026-03-31,Group A,48,56.48,0,41.06,Standard,West,0
C01059,2026-03-31,Group A,38,74.63,1,50.39,Standard,East,0
C01101,2026-03-31,Group A,58,37.04,0,34.42,Basic,West,0
C00634,2026-03-31,Group C,18,37.22,2,32.53,Basic,South,0
C00633,2026-03-31,Group B,17,64.23,2,54.76,Standard,East,0
C01263,2026-03-31,Group A,67,93.97,1,63.31,Premium,West,0
C01283,2026-03-31,Group A,4,58.83,0,35.97,Standard,North,0
C00144,2026-03-31,Group A,63,33.09,0,33.55,Basic,East,0
C01153,2026-03-31,Group C,29,57.93,3,46.29,Standard,South,0
C01252,2026-03-31,Group A,4,73.78,1,26.25,Standard,North,0
C00929,2026-03-31,Group C,16,46.09,3,46.59,Basic,East,0
C00935,2026-03-31,Group A,3,31.13,0,36.82,Basic,South,0
C01138,2026-03-31,Group A,21,91.88,1,59.36,Premium,West,0
C00054,2026-03-31,Group B,52,59.17,0,44.96,Standard,East,0
C00091,2026-03-31,Group A,38,35.1,1,26.65,Basic,North,0
C00939,2026-03-31,Group B,45,35.0,0,43.54,Basic,South,0
C00942,2026-03-31,Group C,45,40.48,1,34.71,Basic,North,0
C01142,2026-03-31,Group B,22,68.12,2,55.13,Standard,West,0
C00944,2026-03-31,Group B,6,64.17,2,59.18,Standard,North,0
C01185,2026-03-31,Group B,60,32.68,1,42.47,Basic,East,0
C00109,2026-03-31,Group A,26,86.24,0,40.88,Premium,South,0
C01131,2026-03-31,Group A,21,36.15,2,36.17,Basic,South,0
C00053,2026-03-31,Group C,5,69.52,1,44.03,Standard,South,0
C00114,2026-03-31,Group B,55,96.96,2,67.4,Premium,East,0
C01191,2026-03-31,Group A,3,35.66,0,13.66,Basic,South,0
C00954,2026-03-31,Group B,34,60.56,0,51.1,Standard,East,1
C01184,2026-03-31,Group B,55,27.97,1,23.25,Basic,North,0
C00957,2026-03-31,Group A,55,36.37,3,33.74,Basic,West,0
C01176,2026-03-31,Group A,31,63.16,2,44.11,Standard,North,0
C00923,2026-03-31,Group B,51,56.45,1,37.06,Standard,North,0
C01151,2026-03-31,Group B,44,36.29,1,56.45,Basic,West,0
C00905,2026-03-31,Group C,45,25.65,3,49.79,Basic,West,0
C00907,2026-03-31,Group A,63,28.43,1,35.11,Basic,North,0
C01159,2026-03-31,Group B,65,61.38,0,48.72,Standard,North,0
C01160,2026-03-31,Group C,52,35.27,1,36.03,Basic,West,0
C00909,2026-03-31,Group A,45,99.19,0,52.81,Premium,North,0
C00883,2026-03-31,Group B,28,36.54,2,37.07,Basic,South,0
C00055,2026-03-31,Group A,69,64.01,1,48.04,Standard,East,0
C01162,2026-03-31,Group A,14,30.76,4,9.77,Basic,North,1
C00913,2026-03-31,Group B,32,42.91,0,35.26,Basic,North,0
C00916,2026-03-31,Group C,19,62.64,2,52.69,Standard,North,0
C01146,2026-03-31,Group A,33,99.4,0,37.73,Premium,East,0
C00871,2026-03-31,Group A,47,33.83,1,17.64,Basic,West,0
C01168,2026-03-31,Group B,5,62.91,2,45.69,Standard,South,0
C00869,2026-03-31,Group C,35,32.87,0,32.29,Basic,South,0
C01173,2026-03-31,Group A,38,63.59,1,38.85,Standard,South,0
C00094,2026-03-31,Group A,70,30.95,2,35.7,Basic,East,0
C00729,2026-03-31,Group A,62,72.59,0,44.1,Standard,South,0
C00833,2026-03-31,Group A,28,60.36,0,54.49,Standard,East,0
C00962,2026-03-31,Group A,65,66.7,2,36.41,Standard,West,0
C00765,2026-03-31,Group C,55,29.35,0,32.8,Basic,North,0
C00991,2026-03-31,Group A,24,102.98,0,57.71,Premium,South,0
C00758,2026-03-31,Group A,29,,2,39.08,Basic,West,0
C00756,2026-03-31,Group A,49,68.96,0,39.91,Standard,South,0
C01236,2026-03-31,Group C,55,62.89,3,38.69,Standard,East,0
C01499,2026-03-31,Group A,50,27.25,1,47.75,Basic,North,0
C00994,2026-03-31,Group C,13,35.49,2,33.51,Basic,West,0
C01225,2026-03-31,Group A,54,67.16,3,55.87,Standard,West,0
C00998,2026-03-31,Group B,26,88.18,2,52.27,Premium,North,0
C00746,2026-03-31,Group B,50,65.9,0,43.54,Standard,West,0
C00047,2026-03-31,Group A,66,64.03,0,40.3,Standard,East,0
C00082,2026-03-31,Group B,5,40.27,0,32.16,Basic,North,0
C00738,2026-03-31,Group A,32,59.91,3,40.91,Standard,South,0
C01244,2026-03-31,Group A,23,68.82,0,36.98,Standard,North,0
C01248,2026-03-31,Group A,40,75.93,2,31.65,Standard,North,0
C00732,2026-03-31,Group A,10,37.66,2,23.08,Basic,South,1
C01116,2026-03-31,Group C,40,37.33,1,26.56,Basic,South,0
C00960,2026-03-31,Group A,65,43.88,0,25.32,Basic,South,0
C00768,2026-03-31,Group C,25,34.34,2,56.74,Basic,East,0
C01220,2026-03-31,Group A,60,93.63,2,43.45,Premium,East,0
C00121,2026-03-31,Group B,47,56.21,1,56.28,Standard,West,0
C00972,2026-03-31,Group A,25,93.38,0,42.06,Premium,North,0
C01202,2026-03-31,Group A,41,58.26,3,36.25,Standard,North,0
C00809,2026-03-31,Group B,11,34.83,3,41.33,Basic,East,1
C00124,2026-03-31,Group A,18,26.22,1,44.05,Basic,North,1
C00973,2026-03-31,Group B,44,62.45,1,40.07,Standard,South,0
C00800,2026-03-31,Group A,57,37.77,0,60.52,Basic,South,0
C00770,2026-03-31,Group A,62,43.98,4,41.69,Basic,East,0
C00974,2026-03-31,Group B,46,67.46,3,53.93,Standard,South,0
C00798,2026-03-31,Group B,64,66.81,0,58.16,Standard,South,0
C00795,2026-03-31,Group A,71,65.38,0,36.79,Standard,North,0
C01213,2026-03-31,Group B,62,38.15,3,44.28,Basic,West,0
C00792,2026-03-31,Group A,35,98.41,1,50.37,Premium,South,0
C00785,2026-03-31,Group A,35,98.25,0,83.33,Premium,West,0
C00979,2026-03-31,Group A,19,66.74,0,31.22,Standard,East,0
C00777,2026-03-31,Group A,60,34.09,2,43.14,Basic,West,1
C01120,2026-03-31,Group C,5,66.4,2,49.73,Standard,East,0
C00624,2026-03-31,Group B,49,33.37,0,19.96,Basic,East,0
C01293,2026-03-31,Group B,7,,3,68.38,Premium,East,0
C00335,2026-03-31,Group C,67,33.79,0,33.51,Basic,West,0
C01374,2026-03-31,Group A,3,93.96,1,51.74,Premium,West,0
C00199,2026-03-31,Group C,2,56.29,0,50.02,Standard,North,0
C00176,2026-03-31,Group A,65,69.69,2,52.8,Standard,North,0
C00165,2026-03-31,Group C,68,71.9,3,58.0,Standard,West,0
C00197,2026-03-31,Group B,66,31.41,3,39.94,Basic,East,0
C00164,2026-03-31,Group C,57,71.17,2,42.14,Standard,East,0
C00393,2026-03-31,Group C,31,64.54,2,53.43,Standard,South,0
C00163,2026-03-31,Group C,48,38.41,1,25.15,Basic,South,0
C01468,2026-03-31,Group C,30,92.94,1,48.4,Premium,North,0
C00547,2026-03-31,Group A,3,67.47,2,33.71,Standard,South,0
C01420,2026-03-31,Group A,7,58.13,1,48.73,Standard,West,0
C01418,2026-03-31,Group A,7,40.18,2,30.62,Basic,North,0
C00030,2026-03-31,Group C,9,61.86,2,39.87,Standard,North,0
C00537,2026-03-31,Group A,53,63.73,2,32.82,Standard,West,0
C00552,2026-03-31,Group B,7,65.35,1,39.95,Standard,West,0
C00474,2026-03-31,Group B,49,30.2,1,50.49,Basic,North,0
C00473,2026-03-31,Group C,54,31.84,2,50.51,Basic,South,0
C00405,2026-03-31,Group B,55,64.92,1,38.87,Standard,East,0
C01340,2026-03-31,Group A,25,28.78,1,40.48,Basic,East,0
C01383,2026-03-31,Group C,16,63.29,0,42.12,Standard,South,0
C00407,2026-03-31,Group A,63,31.25,3,51.63,Basic,West,0
C01473,2026-03-31,Group A,52,,2,58.87,Premium,South,0
C00496,2026-03-31,Group A,45,67.29,0,41.92,Standard,South,0
C00214,2026-03-31,Group A,62,67.09,0,30.47,Standard,West,0
C00301,2026-03-31,Group B,16,63.65,3,46.74,Standard,South,0
C00563,2026-03-31,Group B,47,57.79,1,36.77,Standard,North,0
C00298,2026-03-31,Group B,23,34.72,0,47.91,Basic,North,0
C01477,2026-03-31,Group B,51,83.54,0,42.91,Premium,West,0
C00031,2026-03-31,Group A,18,43.1,0,34.56,Basic,South,0
C00485,2026-03-31,Group A,33,39.78,1,48.52,Basic,East,0
C00169,2026-03-31,Group A,49,29.28,1,47.48,Basic,South,0
C00332,2026-03-31,Group C,30,93.08,4,63.11,Premium,South,1
C00203,2026-03-31,Group A,25,63.93,2,49.18,Standard,East,0
C00367,2026-03-31,Group A,25,37.7,1,35.82,Basic,East,0
C01437,2026-03-31,Group B,25,40.39,0,39.5,Basic,West,0
C00371,2026-03-31,Group B,25,92.14,2,34.5,Premium,North,0
C00500,2026-03-31,Group C,9,48.02,2,55.86,Basic,North,0
C01444,2026-03-31,Group A,41,70.29,2,31.66,Standard,South,0
C00205,2026-03-31,Group C,47,63.28,4,44.36,Standard,West,0
C01363,2026-03-31,Group A,40,62.45,0,42.75,Standard,West,0
C01368,2026-03-31,Group A,49,39.45,1,32.5,Basic,South,0
C00506,2026-03-31,Group C,27,66.47,0,47.23,Standard,West,0
C00354,2026-03-31,Group C,9,68.35,0,42.28,Standard,East,0
C00373,2026-03-31,Group C,3,37.05,0,32.86,Basic,South,0
C00374,2026-03-31,Group A,21,94.59,0,35.95,Premium,South,0
C01360,2026-03-31,Group A,38,36.01,0,35.82,Basic,North,0
C01372,2026-03-31,Group A,62,30.1,1,30.48,Basic,East,0
C00027,2026-03-31,Group B,70,55.81,0,64.54,Standard,South,0
C01357,2026-03-31,Group B,3,28.78,2,23.79,Basic,North,0
C01356,2026-03-31,Group B,2,26.0,0,32.6,Basic,North,0
C00201,2026-03-31,Group B,33,60.19,1,17.94,Standard,East,0
C00519,2026-03-31,Group A,66,91.06,1,53.07,Premium,North,0
C01373,2026-03-31,Group A,25,70.99,3,40.18,Standard,West,0
C00521,2026-03-31,Group C,24,43.64,3,49.84,Basic,South,0
C00379,2026-03-31,Group B,56,27.99,3,45.02,Basic,West,0
C01353,2026-03-31,Group B,19,57.16,1,43.88,Standard,East,0
C01352,2026-03-31,Group A,5,22.36,1,43.03,Basic,South,0
C00185,2026-03-31,Group B,69,67.25,1,41.31,Standard,East,0
C01458,2026-03-31,Group A,15,72.65,1,34.6,Standard,West,0
C01431,2026-03-31,Group B,42,65.47,1,63.61,Standard,West,0
C00487,2026-03-31,Group A,27,30.92,4,46.54,Basic,West,0
C00194,2026-03-31,Group A,32,64.43,0,50.36,Standard,East,0
C00572,2026-03-31,Group A,62,60.55,0,29.63,Standard,South,0
C01385,2026-03-31,Group A,54,63.94,3,43.83,Standard,North,0
C00155,2026-03-31,Group C,66,97.08,0,51.18,Premium,North,0
C00622,2026-03-31,Group C,38,60.79,0,38.23,Standard,West,0
C00248,2026-03-31,Group A,64,34.17,1,48.77,Basic,North,0
C01492,2026-03-31,Group A,47,31.87,0,43.36,Basic,South,0
C00252,2026-03-31,Group A,45,65.1,1,38.15,Standard,South,0
C01319,2026-03-31,Group A,7,90.11,3,44.5,Premium,West,0
C01320,2026-03-31,Group A,23,34.12,1,55.86,Basic,North,0
C00425,2026-03-31,Group A,20,68.95,0,38.22,Standard,North,0
C00453,2026-03-31,Group B,51,33.37,0,42.38,Basic,West,0
C00020,2026-03-31,Group B,24,99.77,1,51.85,Premium,North,0
C00183,2026-03-31,Group A,63,78.09,2,49.56,Standard,West,0
C01333,2026-03-31,Group B,37,31.04,2,37.2,Basic,West,0
C00004,2026-03-31,Group A,33,63.3,1,44.16,Standard,East,0
C00585,2026-03-31,Group C,54,58.53,3,36.65,Standard,East,0
C00005,2026-03-31,Group B,56,100.19,2,56.61,Premium,West,0
C00222,2026-03-31,Group A,62,99.43,1,37.9,Premium,South,0
C00267,2026-03-31,Group B,39,35.4,2,36.77,Basic,West,0
C01407,2026-03-31,Group A,22,30.33,3,39.31,Basic,West,0
C00188,2026-03-31,Group A,16,68.8,3,44.3,Standard,East,1
C00621,2026-03-31,Group A,14,,1,47.44,Standard,South,0
C00440,2026-03-31,Group B,12,62.97,3,60.25,Standard,North,0
C00231,2026-03-31,Group C,40,67.64,0,50.41,Standard,East,0
C00444,2026-03-31,Group C,40,100.15,0,46.0,Premium,North,0
C00614,2026-03-31,Group A,30,34.22,3,32.07,Basic,South,0
C00186,2026-03-31,Group A,53,91.47,0,50.0,Premium,East,0
C00022,2026-03-31,Group B,43,68.97,0,42.82,Standard,West,0
C00612,2026-03-31,Group A,53,71.38,0,33.26,Standard,West,0
C01309,2026-03-31,Group A,9,62.18,2,49.21,Standard,West,0
C00235,2026-03-31,Group A,35,90.52,4,37.36,Premium,North,0
C01312,2026-03-31,Group A,2,73.47,3,32.53,Standard,East,0
C01495,2026-03-31,Group A,31,30.4,1,19.37,Basic,North,0
C00435,2026-03-31,Group A,31,38.97,0,28.37,Basic,East,0
C00238,2026-03-31,Group A,33,92.23,2,51.09,Premium,East,0
C01496,2026-03-31,Group A,16,58.88,1,44.07,Standard,South,0
C00268,2026-03-31,Group C,20,39.07,0,39.81,Basic,South,0
C00498,2026-03-31,Group A,62,40.2,2,36.17,Basic,South,0
C00464,2026-03-31,Group A,66,38.1,1,34.05,Basic,South,0
C01485,2026-03-31,Group B,9,32.16,0,32.49,Basic,North,0
C01480,2026-03-31,Group B,41,58.72,1,46.83,Standard,East,0
C01330,2026-03-31,Group A,47,41.54,1,36.24,Basic,South,0
C00285,2026-03-31,Group A,3,98.36,3,29.1,Premium,South,0
C00276,2026-03-31,Group A,50,32.69,3,41.32,Basic,West,0
C00219,2026-03-31,Group B,9,66.66,3,43.74,Standard,South,0
C00290,2026-03-31,Group A,21,67.87,0,52.64,Standard,West,0
C01478,2026-03-31,Group A,32,30.09,1,23.76,Basic,South,0
C00277,2026-03-31,Group C,14,93.99,1,51.08,Premium,West,0
C00284,2026-03-31,Group C,2,28.14,0,36.7,Basic,East,0
C01331,2026-03-31,Group A,23,66.13,0,42.02,Standard,West,0
C00282,2026-03-31,Group B,16,65.15,2,58.08,Standard,North,0
C00576,2026-03-31,Group C,54,66.22,1,49.61,Standard,West,0
C00275,2026-03-31,Group B,6,98.74,1,56.54,Premium,North,0
C00920,2026-04-30,Group C,52,63.66,1,52.97,Standard,North,0
C00877,2026-04-30,Group A,70,63.83,1,45.64,Standard,North,0
C01165,2026-04-30,Group A,32,31.19,0,55.7,Basic,South,0
C00192,2026-04-30,Group C,70,41.36,2,25.71,Basic,East,0
C00372,2026-04-30,Group A,26,91.46,1,52.33,Premium,South,0
C00922,2026-04-30,Group B,13,62.31,1,46.64,Standard,East,0
C01161,2026-04-30,Group A,60,,1,53.35,Standard,West,0
C00879,2026-04-30,Group A,38,60.89,2,37.39,Standard,West,0
C01415,2026-04-30,Group C,25,42.49,1,52.08,Basic,East,0
C00193,2026-04-30,Group A,62,36.42,1,21.38,Basic,South,0
C01140,2026-04-30,Group A,37,37.93,2,46.56,Basic,South,0
C00927,2026-04-30,Group B,41,94.48,0,77.79,Premium,South,0
C01164,2026-04-30,Group B,42,37.34,1,49.02,Basic,West,0
C00917,2026-04-30,Group C,7,42.78,1,42.4,Basic,East,0
C01434,2026-04-30,Group A,28,60.35,1,59.27,Standard,North,0
C01147,2026-04-30,Group B,67,34.84,1,43.64,Basic,East,0
C00406,2026-04-30,Group A,25,97.0,0,65.46,Premium,West,0
C01152,2026-04-30,Group A,17,97.6,0,57.2,Premium,East,0
C00057,2026-04-30,Group B,60,67.09,0,34.82,Standard,West,0
C01412,2026-04-30,Group A,3,91.88,0,40.58,Premium,South,0
C00900,2026-04-30,Group B,50,45.25,1,16.31,Basic,North,0
C01423,2026-04-30,Group A,62,30.98,1,51.35,Basic,East,0
C00897,2026-04-30,Group A,58,65.7,0,38.31,Standard,East,0
C00420,2026-04-30,Group A,26,62.74,1,48.93,Standard,South,0
C00896,2026-04-30,Group A,56,66.03,1,40.45,Standard,West,0
C00876,2026-04-30,Group B,52,32.71,0,25.83,Basic,North,0
C01156,2026-04-30,Group A,12,90.5,0,45.47,Premium,East,0
C00893,2026-04-30,Group A,5,98.26,0,38.53,Premium,West,0
C00021,2026-04-30,Group A,54,69.57,2,56.77,Standard,North,0
C00099,2026-04-30,Group A,34,37.1,0,39.12,Basic,North,0
C01171,2026-04-30,Group A,7,103.32,1,50.97,Premium,East,0
C01417,2026-04-30,Group C,12,37.52,5,39.35,Basic,South,0
C01172,2026-04-30,Group A,30,28.11,1,29.18,Basic,North,0
C00424,2026-04-30,Group B,19,65.81,0,61.58,Standard,North,0
C00228,2026-04-30,Group A,34,32.94,1,35.39,Basic,South,0
C00394,2026-04-30,Group B,30,100.14,1,46.69,Premium,North,0
C00915,2026-04-30,Group C,38,59.11,3,46.51,Standard,East,0
C00880,2026-04-30,Group A,15,91.4,1,46.29,Premium,South,0
C01305,2026-04-30,Group A,70,38.93,1,18.17,Basic,East,0
C00930,2026-04-30,Group B,18,65.04,1,35.37,Standard,East,0
C01029,2026-04-30,Group A,54,37.32,2,38.09,Basic,West,0
C00270,2026-04-30,Group A,47,36.33,0,34.49,Basic,West,0
C00079,2026-04-30,Group C,9,75.71,1,53.48,Standard,East,0
C00288,2026-04-30,Group A,4,44.24,1,56.7,Basic,East,1
C01015,2026-04-30,Group A,50,35.14,2,44.78,Basic,East,0
C00289,2026-04-30,Group A,26,40.05,1,30.01,Basic,West,0
C00295,2026-04-30,Group A,15,61.25,3,37.1,Standard,North,1
C00269,2026-04-30,Group A,51,70.06,1,42.54,Standard,South,0
C01010,2026-04-30,Group C,5,43.3,0,30.28,Basic,West,0
C01111,2026-04-30,Group B,40,19.59,2,43.73,Basic,North,0
C00296,2026-04-30,Group A,17,28.0,1,51.18,Basic,South,0
C01003,2026-04-30,Group C,38,29.96,1,22.94,Basic,South,0
C01000,2026-04-30,Group A,45,72.93,2,29.66,Standard,West,0
C00305,2026-04-30,Group A,33,38.16,1,36.98,Basic,West,0
C00997,2026-04-30,Group B,71,34.07,4,39.62,Basic,West,0
C00996,2026-04-30,Group B,34,51.85,1,48.04,Standard,North,0
C01008,2026-04-30,Group C,13,40.15,0,38.69,Basic,East,0
C00995,2026-04-30,Group B,69,35.35,2,53.3,Basic,South,0
