customer_id,snapshot_date,tenure_months,monthly_charges,support_calls_30d,usage_hours_30d,plan,contract_type,region,churned_30d
CUST-0330,2026-06-30,54.0,87.3,0.0,23.4,Basic,Monthly,South,0
CUST-0331,2026-06-30,53.0,59.07,2.0,44.5,Standard,Monthly,East,0
CUST-0332,2026-06-30,36.0,99.55,4.0,44.2,,Annual,South,0
CUST-0333,2026-06-30,30.0,18.0,2.0,19.5,Basic,Two-year,East,0
CUST-0334,2026-06-30,80.0,53.12,0.0,40.5,Premium,Monthly,West,0
CUST-0335,2026-06-30,45.0,31.52,2.0,54.4,Standard,Annual,South,0
CUST-0336,2026-06-30,78.0,52.17,2.0,50.4,Premium,Two-year,East,0
CUST-0337,2026-06-30,93.0,77.94,0.0,36.5,Premium,Monthly,North,0
CUST-0338,2026-06-30,31.0,67.7,1.0,30.5,Premium,Monthly,South,0
CUST-0339,2026-06-30,20.0,65.92,1.0,27.9,Premium,Annual,South,0
CUST-0340,2026-06-30,92.0,68.18,6.0,45.5,Premium,Annual,North,0
CUST-0341,2026-06-30,61.0,76.88,4.0,41.1,Premium,Monthly,East,0
CUST-0342,2026-06-30,28.0,47.8,0.0,48.1,Standard,Annual,East,0
CUST-0343,2026-06-30,60.0,88.96,2.0,40.1,Basic,Monthly,East,0
CUST-0344,2026-06-30,50.0,87.9,3.0,51.1,Premium,Two-year,East,0
CUST-0345,2026-06-30,87.0,81.24,1.0,39.5,Basic,Two-year,East,0
CUST-0346,2026-06-30,25.0,85.36,5.0,50.6,Basic,Annual,South,0
CUST-0347,2026-06-30,96.0,79.11,1.0,51.9,Basic,Monthly,North,0
CUST-0348,2026-06-30,90.0,120.84,2.0,25.1,Standard,Monthly,North,0
CUST-0349,2026-06-30,18.0,69.91,1.0,9.1,Basic,Monthly,East,1
CUST-0350,2026-06-30,16.0,64.63,1.0,62.7,Premium,Monthly,West,0
CUST-0351,2026-06-30,52.0,53.92,4.0,42.1,Premium,Annual,North,0
CUST-0352,2026-06-30,5.0,47.23,0.0,10.6,Premium,Monthly,East,0
CUST-0353,2026-06-30,29.0,42.13,3.0,,Standard,Monthly,East,0
CUST-0354,2026-06-30,42.0,50.67,2.0,50.3,Standard,Monthly,West,0
CUST-0355,2026-06-30,94.0,70.3,2.0,33.5,Standard,Monthly,East,0
CUST-0356,2026-06-30,96.0,80.02,2.0,29.8,Standard,Monthly,East,0
CUST-0357,2026-06-30,15.0,73.23,4.0,60.4,Premium,Annual,East,0
CUST-0358,2026-06-30,86.0,53.63,0.0,21.2,Basic,Annual,West,0
CUST-0359,2026-06-30,9.0,93.6,2.0,25.2,Premium,Monthly,North,1
CUST-0360,2026-06-30,72.0,89.75,1.0,41.4,Basic,Annual,West,0
CUST-0361,2026-06-30,82.0,68.17,1.0,44.2,Premium,Annual,North,0
CUST-0362,2026-06-30,86.0,56.33,2.0,45.9,Premium,Monthly,West,0
CUST-0363,2026-06-30,22.0,85.16,1.0,52.6,Basic,Annual,North,0
CUST-0364,2026-06-30,86.0,76.51,2.0,41.2,Premium,Monthly,North,0
CUST-0365,2026-06-30,12.0,37.24,3.0,,Basic,Monthly,North,1
CUST-0366,2026-06-30,50.0,70.37,2.0,33.9,Premium,Monthly,South,0
CUST-0367,2026-06-30,46.0,78.29,2.0,39.0,Premium,Monthly,South,0
CUST-0368,2026-06-30,31.0,50.41,1.0,39.7,Basic,Two-year,North,0
CUST-0369,2026-06-30,3.0,76.56,1.0,41.4,Basic,Two-year,South,0
CUST-0370,2026-06-30,75.0,37.08,3.0,50.4,Premium,Annual,South,0
CUST-0371,2026-06-30,,104.07,1.0,46.9,Standard,Annual,East,0
CUST-0372,2026-06-30,64.0,101.95,1.0,38.7,Premium,Monthly,West,0
CUST-0373,2026-06-30,40.0,65.94,2.0,25.1,Premium,Two-year,East,0
CUST-0374,2026-06-30,36.0,80.72,2.0,39.1,Premium,Monthly,North,0
CUST-0375,2026-06-30,86.0,,0.0,37.6,Standard,Monthly,South,0
CUST-0376,2026-06-30,10.0,44.25,2.0,41.1,Premium,Annual,West,0
CUST-0377,2026-06-30,71.0,,3.0,73.3,Premium,Monthly,North,0
CUST-0378,2026-06-30,72.0,46.27,0.0,29.6,Basic,Monthly,South,0
CUST-0379,2026-06-30,37.0,89.15,2.0,44.8,Standard,Monthly,West,0
CUST-0380,2026-06-30,26.0,119.94,1.0,55.1,Basic,Annual,West,0
CUST-0381,2026-06-30,1.0,43.76,5.0,39.6,Standard,Monthly,South,0
CUST-0382,2026-06-30,90.0,,3.0,75.4,Premium,Monthly,East,0
CUST-0383,2026-06-30,91.0,77.65,0.0,32.0,Standard,Monthly,South,0
CUST-0384,2026-06-30,24.0,110.67,1.0,43.2,Premium,Monthly,East,0
CUST-0385,2026-06-30,4.0,42.66,2.0,25.2,Standard,Two-year,North,1
CUST-0386,2026-06-30,12.0,77.98,2.0,32.4,Basic,Monthly,North,0
CUST-0387,2026-06-30,7.0,115.71,3.0,42.0,Standard,Annual,East,0
CUST-0388,2026-06-30,80.0,32.36,5.0,51.5,Premium,Annual,North,0
CUST-0389,2026-06-30,86.0,41.25,3.0,43.1,Premium,Monthly,East,0
CUST-0390,2026-06-30,15.0,,2.0,58.1,Standard,Annual,South,0
CUST-0391,2026-06-30,72.0,59.51,4.0,36.5,Premium,Annual,West,0
CUST-0392,2026-06-30,18.0,91.5,2.0,32.7,Basic,Monthly,West,0
CUST-0393,2026-06-30,36.0,77.8,2.0,81.3,Basic,Monthly,South,0
CUST-0394,2026-06-30,58.0,29.4,1.0,44.3,Basic,Monthly,West,0
CUST-0395,2026-06-30,70.0,84.37,2.0,26.5,Premium,Two-year,South,1
CUST-0396,2026-06-30,84.0,58.14,2.0,26.9,Premium,Annual,South,0
CUST-0397,2026-06-30,5.0,102.59,2.0,22.9,Premium,Two-year,North,0
CUST-0398,2026-06-30,19.0,56.94,2.0,53.0,Basic,Two-year,West,1
CUST-0399,2026-06-30,27.0,56.72,2.0,32.2,Basic,Monthly,West,0
CUST-0400,2026-06-30,30.0,84.99,2.0,40.0,Premium,Annual,West,0
CUST-0401,2026-06-30,96.0,90.31,1.0,37.0,Standard,Monthly,West,0
CUST-0402,2026-06-30,75.0,82.75,4.0,49.7,Premium,Annual,West,1
CUST-0403,2026-06-30,31.0,31.55,2.0,24.5,Premium,Monthly,North,0
CUST-0404,2026-06-30,94.0,,1.0,20.8,Standard,Monthly,West,0
CUST-0405,2026-06-30,48.0,,2.0,41.6,Premium,Annual,East,1
CUST-0406,2026-06-30,49.0,77.65,0.0,47.6,Premium,Annual,South,0
CUST-0407,2026-06-30,42.0,,4.0,,Standard,Annual,East,1
CUST-0408,2026-06-30,,82.71,1.0,,Premium,Monthly,South,1
CUST-0409,2026-06-30,90.0,52.64,0.0,48.8,Premium,Monthly,South,0
CUST-0410,2026-06-30,2.0,41.22,0.0,26.1,Basic,Two-year,South,0
CUST-0411,2026-06-30,17.0,89.13,1.0,29.7,Premium,Monthly,North,0
CUST-0412,2026-06-30,23.0,77.8,0.0,,Basic,Monthly,South,0
CUST-0413,2026-06-30,27.0,57.26,5.0,58.8,Premium,Monthly,West,0
CUST-0414,2026-06-30,13.0,106.83,2.0,48.1,Premium,Monthly,East,0
CUST-0415,2026-06-30,2.0,61.42,1.0,47.7,Premium,Monthly,East,1
CUST-0416,2026-06-30,66.0,72.77,0.0,58.0,Standard,Monthly,South,0
CUST-0417,2026-06-30,94.0,78.45,2.0,,Premium,Annual,South,0
CUST-0418,2026-06-30,12.0,57.13,2.0,10.7,Basic,Two-year,North,0
CUST-0419,2026-06-30,29.0,83.31,2.0,26.2,Basic,Two-year,West,0
CUST-0420,2026-06-30,49.0,59.2,2.0,28.1,Standard,Annual,North,0
