customer_id,snapshot_date,plan,region,tenure_months,monthly_charge,support_contacts,usage_hours,churned_next_month
C0050,2026-02-28,Basic,East,51,33.42,1,14.12,0
C0051,2026-02-28,Basic,West,70,29.49,1,40.65,0
C0052,2026-02-28,Basic,West,14,27.89,1,29.79,0
C0053,2026-02-28,Standard,West,31,71.0,4,56.76,0
C0054,2026-02-28,Standard,North,24,60.81,2,59.2,0
C0055,2026-02-28,Standard,South,39,61.37,3,58.74,0
C0056,2026-02-28,Standard,West,28,65.13,0,30.48,0
C0057,2026-02-28,Standard,North,15,71.55,1,56.07,0
C0058,2026-02-28,Standard,North,48,60.03,2,35.03,0
C0059,2026-02-28,Basic,East,33,36.1,0,38.16,0
C0060,2026-02-28,Basic,West,42,36.56,1,44.61,0
C0061,2026-02-28,Standard,West,70,63.72,0,38.19,0
C0062,2026-02-28,Standard,West,14,61.89,0,46.63,0
C0063,2026-02-28,Standard,North,22,59.83,1,49.57,0
C0064,2026-02-28,Standard,West,52,61.61,0,41.47,0
C0065,2026-02-28,Standard,West,42,66.27,0,58.24,0
C0066,2026-02-28,Standard,East,59,67.35,3,47.1,0
C0067,2026-02-28,Standard,West,24,68.43,0,54.53,0
C0068,2026-02-28,Basic,West,64,39.84,1,28.53,0
C0069,2026-02-28,Basic,South,26,28.22,0,21.55,0
C0070,2026-02-28,Standard,North,55,58.88,4,37.85,0
C0071,2026-02-28,Basic,South,57,31.53,3,41.01,0
C0072,2026-02-28,,North,35,34.84,0,21.18,0
C0073,2026-02-28,Premium,North,14,94.11,1,57.24,0
C0074,2026-02-28,Basic,North,57,32.29,1,28.68,0
C0075,2026-02-28,Basic,East,70,38.57,1,38.11,1
C0076,2026-02-28,Basic,East,19,31.74,1,34.84,0
C0077,2026-02-28,Basic,East,46,23.92,2,57.91,0
C0078,2026-02-28,Standard,East,22,58.92,1,28.48,0
C0079,2026-02-28,Standard,East,20,69.3,2,58.64,0
C0080,2026-02-28,Standard,East,23,60.91,1,37.77,0
C0081,2026-02-28,Standard,North,68,65.31,0,44.87,0
C0082,2026-02-28,Basic,West,57,26.18,0,40.82,0
C0083,2026-02-28,Premium,South,64,95.85,1,53.11,0
C0084,2026-02-28,Basic,North,22,38.88,0,23.52,0
C0085,2026-02-28,Basic,West,4,37.79,1,46.87,0
C0086,2026-02-28,Basic,East,53,40.63,1,37.77,0
C0087,2026-02-28,Standard,North,8,60.0,1,56.97,0
C0088,2026-02-28,Standard,North,15,70.05,0,37.68,0
C0089,2026-02-28,Basic,North,41,36.75,1,36.1,0
C0090,2026-02-28,Standard,South,62,71.91,0,36.36,0
C0091,2026-02-28,Basic,North,40,36.43,2,39.19,0
C0092,2026-02-28,Standard,East,14,74.97,1,57.43,0
C0093,2026-02-28,Standard,East,24,66.88,0,40.11,0
C0094,2026-02-28,Basic,West,4,36.81,0,41.92,1
C0095,2026-02-28,Basic,East,60,28.27,2,25.84,0
C0096,2026-02-28,Standard,East,5,67.52,2,48.24,0
C0097,2026-02-28,Basic,East,4,32.45,3,24.71,0
C0098,2026-02-28,Basic,North,54,35.4,2,21.7,0
C0099,2026-02-28,Basic,North,56,33.16,1,35.4,0
C0100,2026-02-28,Premium,East,11,97.88,1,59.85,0
C0101,2026-02-28,Premium,North,38,84.8,1,79.87,0
C0102,2026-02-28,Standard,North,58,63.71,3,39.76,0
C0103,2026-02-28,Basic,North,15,37.77,2,49.25,0
C0104,2026-02-28,Premium,West,26,101.9,0,61.24,0
C0105,2026-02-28,Standard,South,4,81.36,2,37.68,0
C0106,2026-02-28,Standard,East,61,74.75,1,45.55,0
C0107,2026-02-28,Standard,South,67,72.04,1,51.7,0
C0108,2026-02-28,Basic,North,9,36.13,0,37.6,0
C0109,2026-02-28,Basic,South,63,29.39,0,29.08,0
C0110,2026-02-28,Premium,North,11,102.33,5,39.08,1
C0111,2026-02-28,Standard,West,36,70.59,3,38.66,0
C0112,2026-02-28,Basic,North,63,39.34,3,39.52,0
C0113,2026-02-28,Basic,South,51,40.79,0,33.59,0
C0114,2026-02-28,Standard,West,32,74.22,1,41.6,0
C0115,2026-02-28,Basic,East,18,,1,44.12,0
C0116,2026-02-28,Premium,South,4,103.46,2,56.58,0
C0117,2026-02-28,Standard,East,11,60.67,2,53.03,0
C0118,2026-02-28,Standard,West,54,63.69,0,35.8,0
C0119,2026-02-28,Standard,South,37,70.48,0,52.42,0
C0120,2026-02-28,Standard,East,4,66.3,1,69.67,0
C0121,2026-02-28,Standard,West,51,65.19,0,49.67,0
C0122,2026-02-28,Standard,East,53,64.74,0,56.83,0
C0123,2026-02-28,Basic,South,37,31.42,0,48.68,0
C0124,2026-02-28,Basic,North,44,30.33,0,44.96,0
C0125,2026-02-28,Basic,North,57,44.18,1,36.57,0
C0126,2026-02-28,Standard,West,64,67.89,0,46.11,0
C0127,2026-02-28,Basic,East,21,40.61,2,41.27,0
C0128,2026-02-28,Basic,South,24,30.53,1,15.85,0
C0129,2026-02-28,Basic,South,64,35.44,1,35.98,0
C0130,2026-02-28,Standard,East,47,62.76,2,42.57,0
C0131,2026-02-28,Basic,East,61,32.02,0,18.92,0
C0132,2026-02-28,Premium,East,13,94.31,1,68.41,0
C0133,2026-02-28,Standard,South,10,69.38,1,41.55,0
C0134,2026-02-28,Basic,East,47,44.72,2,51.95,0
C0135,2026-02-28,Standard,South,15,63.58,1,45.61,0
C0136,2026-02-28,Basic,West,10,35.91,0,33.03,0
C0137,2026-02-28,Premium,North,4,92.68,2,45.77,0
C0138,2026-02-28,Standard,North,36,62.67,0,42.49,0
C0139,2026-02-28,Standard,South,29,62.33,0,46.93,0
C0140,2026-02-28,Basic,East,54,42.14,0,46.53,0
C0141,2026-02-28,Standard,East,61,71.18,1,43.31,0
C0142,2026-02-28,Standard,South,23,61.52,3,43.15,0
C0143,2026-02-28,Premium,West,48,94.06,0,36.63,0
C0144,2026-02-28,Standard,South,55,67.64,0,50.94,0
C0145,2026-02-28,Standard,North,65,69.09,0,38.04,0
C0146,2026-02-28,Basic,North,6,24.21,0,30.07,0
C0147,2026-02-28,Basic,West,34,37.12,0,34.97,0
C0148,2026-02-28,Standard,North,22,61.16,0,42.11,0
C0149,2026-02-28,Standard,West,29,63.66,2,39.69,1
C0150,2026-02-28,Basic,South,4,31.92,2,57.87,0
C0151,2026-02-28,Premium,North,8,107.13,0,48.03,0
C0152,2026-02-28,Premium,South,62,99.43,1,47.41,0
C0153,2026-02-28,Basic,East,48,37.16,4,19.27,0
C0154,2026-02-28,Standard,South,56,73.47,0,31.7,0
C0155,2026-02-28,Basic,West,30,30.15,2,36.25,0
C0156,2026-02-28,Standard,East,17,70.43,4,32.29,1
C0157,2026-02-28,Basic,South,10,,1,44.85,0
C0158,2026-02-28,Standard,East,69,64.15,0,49.88,0
C0159,2026-02-28,Standard,West,46,69.05,0,55.8,0
C0160,2026-02-28,Standard,South,37,59.72,0,47.15,0
C0161,2026-02-28,Basic,North,27,33.82,1,38.28,1
C0162,2026-02-28,Premium,South,21,96.45,1,61.17,0
C0163,2026-02-28,Basic,West,11,36.5,1,31.5,0
C0164,2026-02-28,Basic,North,3,36.36,0,43.21,0
C0165,2026-02-28,Standard,West,40,51.53,0,30.34,0
C0166,2026-02-28,,East,57,39.97,0,15.6,0
C0167,2026-02-28,Premium,East,58,96.8,1,50.42,0
C0168,2026-02-28,Premium,South,65,93.47,1,56.35,0
C0169,2026-02-28,Basic,West,70,,1,27.85,0
C0170,2026-02-28,Premium,North,5,97.23,0,56.74,0
C0171,2026-02-28,Basic,South,55,37.19,1,38.76,0
C0172,2026-02-28,Standard,South,70,62.61,1,57.98,0
C0173,2026-02-28,Basic,South,29,33.52,1,48.61,0
C0174,2026-02-28,Premium,South,48,92.71,1,58.9,0
C0175,2026-02-28,Basic,North,37,38.79,0,50.01,0
C0176,2026-02-28,Basic,North,32,44.45,1,43.17,0
C0177,2026-02-28,,North,26,59.71,2,46.43,0
C0178,2026-02-28,Premium,East,13,92.89,2,55.95,0
C0179,2026-02-28,Premium,South,11,108.66,1,56.95,1
C0180,2026-02-28,Standard,East,26,65.34,0,49.24,0
C0181,2026-02-28,Premium,East,33,91.51,1,61.09,0
C0182,2026-02-28,Premium,East,55,89.11,1,32.51,0
C0183,2026-02-28,Standard,East,16,72.6,2,29.17,0
C0184,2026-02-28,Basic,East,35,31.17,3,27.17,0
C0185,2026-02-28,Standard,East,8,67.13,0,39.49,0
C0186,2026-02-28,Standard,East,41,60.66,0,43.06,0
C0187,2026-02-28,Basic,East,36,33.21,0,26.27,0
C0188,2026-02-28,Basic,South,32,22.2,5,25.9,1
C0189,2026-02-28,Standard,North,58,71.6,0,39.16,0
C0190,2026-02-28,Basic,West,4,29.52,0,67.19,0
C0191,2026-02-28,Premium,South,41,91.75,0,65.67,0
C0192,2026-02-28,Basic,East,32,32.04,1,38.83,0
C0193,2026-02-28,Basic,North,15,34.53,3,39.12,0
C0194,2026-02-28,Premium,South,38,98.63,3,45.53,0
C0195,2026-02-28,Basic,East,23,37.76,0,21.96,0
C0196,2026-02-28,Basic,East,30,32.08,1,44.13,0
C0197,2026-02-28,Standard,East,48,65.77,0,22.29,0
C0198,2026-02-28,Premium,South,59,100.65,2,50.63,0
C0199,2026-02-28,Basic,West,43,33.54,1,33.81,0
C0200,2026-02-28,Basic,East,12,31.09,1,34.64,0
C0201,2026-02-28,Standard,West,49,64.44,0,45.81,0
C0202,2026-02-28,Premium,East,45,96.26,0,60.06,0
C0203,2026-02-28,Standard,East,43,69.33,0,50.01,0
C0204,2026-02-28,Basic,West,22,43.92,0,22.07,0
C0205,2026-02-28,Basic,North,22,32.27,0,45.59,0
C0206,2026-02-28,Basic,West,40,43.03,0,35.83,0
C0207,2026-02-28,Basic,West,50,43.0,1,43.7,0
C0208,2026-02-28,Standard,East,61,63.3,0,48.17,0
C0209,2026-02-28,Basic,East,49,34.64,1,24.77,0
C0210,2026-02-28,Standard,East,50,66.57,1,42.49,0
C0211,2026-02-28,Standard,South,70,67.9,1,39.66,0
C0212,2026-02-28,Standard,West,41,70.71,1,46.11,0
C0213,2026-02-28,Basic,North,28,35.13,2,38.44,0
C0214,2026-02-28,Premium,South,53,88.36,1,76.67,0
C0215,2026-02-28,Standard,East,27,64.8,3,54.94,0
C0216,2026-02-28,Standard,West,22,58.11,2,40.34,0
C0217,2026-02-28,Basic,South,45,32.74,2,42.52,0
C0218,2026-02-28,Basic,South,69,28.42,0,44.67,0
C0219,2026-02-28,Premium,North,45,91.33,0,60.57,0
C0220,2026-02-28,Basic,North,18,35.94,1,20.93,1
C0221,2026-02-28,Basic,North,17,39.34,0,33.17,1
C0222,2026-02-28,Standard,North,19,63.99,2,68.55,0
C0223,2026-02-28,Standard,West,30,61.78,1,32.83,0
C0224,2026-02-28,Premium,West,31,97.98,0,44.43,0
C0225,2026-02-28,Basic,West,16,33.34,1,43.39,1
C0226,2026-02-28,Premium,North,25,89.0,2,51.58,0
C0227,2026-02-28,Basic,North,68,,1,33.37,0
C0228,2026-02-28,Standard,South,35,63.61,0,41.35,0
C0229,2026-02-28,Standard,East,49,67.8,2,31.6,0
C0230,2026-02-28,Basic,South,47,30.73,0,30.14,0
C0231,2026-02-28,Basic,South,36,35.13,3,30.0,0
C0232,2026-02-28,Basic,North,43,30.19,1,54.97,1
C0233,2026-02-28,Premium,East,60,96.78,0,50.24,0
C0234,2026-02-28,Standard,South,60,64.74,1,54.39,0
C0235,2026-02-28,Premium,North,17,95.94,0,42.02,0
C0236,2026-02-28,Premium,East,13,100.98,0,52.94,0
C0237,2026-02-28,Standard,West,57,73.66,1,41.26,0
C0238,2026-02-28,Standard,North,18,56.64,1,24.63,0
C0239,2026-02-28,Basic,South,52,31.22,1,23.79,0
C0240,2026-02-28,Basic,West,13,34.87,1,24.93,0
C0241,2026-02-28,Premium,East,18,105.33,2,33.15,0
C0242,2026-02-28,Standard,West,33,61.68,1,37.37,0
C0243,2026-02-28,Basic,South,61,32.95,1,43.38,0
C0244,2026-02-28,Standard,South,66,57.93,1,49.55,0
C0245,2026-02-28,Standard,East,4,67.93,4,57.59,0
C0246,2026-02-28,Premium,North,40,96.95,2,58.08,0
C0247,2026-02-28,Standard,North,26,67.14,3,57.43,0
C0248,2026-02-28,Basic,East,14,35.25,0,24.43,0
C0249,2026-02-28,Basic,East,10,36.17,1,33.76,0
C0250,2026-02-28,Standard,North,32,68.9,2,45.2,0
C0251,2026-02-28,Standard,East,27,62.9,1,35.14,0
C0252,2026-02-28,Premium,South,62,100.47,2,56.03,0
C0253,2026-02-28,Standard,East,8,69.12,2,40.66,0
C0254,2026-02-28,Basic,West,63,41.26,0,31.79,0
C0255,2026-02-28,Basic,North,38,,1,21.27,1
C0256,2026-02-28,Standard,West,43,55.96,1,23.71,0
C0257,2026-02-28,Premium,South,19,89.75,0,53.76,0
C0258,2026-02-28,Basic,West,11,35.74,0,45.42,0
C0259,2026-02-28,Basic,South,44,33.05,1,30.23,1
C0260,2026-02-28,Standard,South,3,60.12,1,44.15,0
C0261,2026-02-28,Basic,West,33,32.61,3,41.89,0
C0262,2026-02-28,Premium,East,63,95.2,1,60.64,0
C0263,2026-02-28,Basic,North,50,30.08,0,47.77,0
C0264,2026-02-28,Basic,East,14,38.55,0,55.02,1
C0265,2026-02-28,Premium,West,64,105.15,0,45.51,0
C0266,2026-02-28,Basic,South,33,37.55,1,50.89,0
C0267,2026-02-28,Basic,West,36,30.61,1,40.25,0
C0268,2026-02-28,Basic,East,9,35.18,0,42.32,0
C0269,2026-02-28,Basic,South,69,33.83,2,37.66,0
C0270,2026-02-28,Basic,North,57,39.02,1,32.29,1
C0271,2026-02-28,Basic,East,10,33.36,1,20.32,1
C0272,2026-02-28,Basic,North,23,37.4,0,42.32,0
C0273,2026-02-28,Basic,West,29,33.38,4,25.03,0
C0274,2026-02-28,Standard,East,20,64.09,1,39.36,0
C0275,2026-02-28,Standard,South,52,58.48,4,66.79,0
C0276,2026-02-28,Basic,North,25,31.76,3,32.3,1
C0277,2026-02-28,Basic,East,68,43.08,1,40.6,0
C0278,2026-02-28,Standard,North,70,59.5,1,43.55,0
C0279,2026-02-28,Premium,South,29,94.06,3,57.92,0
C0280,2026-02-28,Premium,West,48,94.6,2,59.67,0
C0281,2026-02-28,Basic,West,42,36.14,0,39.74,0
C0282,2026-02-28,Basic,West,23,29.78,1,53.19,0
C0283,2026-02-28,Basic,West,8,39.68,1,33.02,0
C0284,2026-02-28,Basic,East,65,33.9,0,47.26,0
C0285,2026-02-28,Standard,North,20,63.83,1,38.53,0
C0286,2026-02-28,Basic,West,65,28.32,0,46.06,0
C0287,2026-02-28,Basic,West,51,31.43,1,29.06,0
C0288,2026-02-28,Basic,West,48,39.63,1,26.67,0
C0289,2026-02-28,Standard,East,11,66.94,0,44.21,0
C0290,2026-02-28,Basic,North,48,32.29,3,39.7,0
C0291,2026-02-28,Premium,East,31,96.68,0,55.28,0
C0292,2026-02-28,Basic,South,46,,2,48.13,0
C0293,2026-02-28,Premium,West,36,100.27,0,59.97,0
C0294,2026-02-28,Basic,South,70,42.13,0,59.38,0
C0295,2026-02-28,Premium,South,16,87.56,2,67.24,0
C0296,2026-02-28,Premium,North,17,97.49,0,52.28,0
C0297,2026-02-28,Premium,West,32,91.23,2,60.72,0
C0298,2026-02-28,Premium,West,29,91.69,1,38.16,0
C0299,2026-02-28,Standard,North,53,66.91,2,40.24,0
C0300,2026-02-28,Standard,South,12,66.9,0,34.88,0
C0301,2026-02-28,Standard,South,50,60.51,1,61.28,0
C0302,2026-02-28,,South,52,31.3,1,40.06,0
C0303,2026-02-28,Standard,West,12,74.02,4,43.71,0
C0304,2026-02-28,Standard,North,46,60.09,1,50.57,0
C0305,2026-02-28,Premium,South,54,100.36,0,37.26,0
C0306,2026-02-28,Standard,North,13,68.47,1,19.24,0
C0307,2026-02-28,Basic,North,48,43.14,0,54.28,0
C0308,2026-02-28,Standard,West,33,66.99,2,47.06,0
C0309,2026-02-28,Basic,West,46,,0,43.72,0
C0310,2026-02-28,Basic,North,49,35.61,2,14.97,0
C0311,2026-02-28,Standard,East,46,67.52,1,44.64,0
C0312,2026-02-28,Basic,North,7,30.87,1,55.01,0
C0313,2026-02-28,Basic,North,66,35.69,3,54.04,0
C0314,2026-02-28,Basic,South,27,32.25,1,47.6,0
C0315,2026-02-28,Basic,North,65,36.54,0,32.72,0
C0316,2026-02-28,Basic,South,68,34.93,1,31.87,0
C0317,2026-02-28,Basic,West,62,31.66,1,19.73,0
C0318,2026-02-28,,East,56,58.74,0,46.0,0
C0319,2026-02-28,Basic,East,33,31.8,2,40.47,0
C0320,2026-02-28,Premium,South,12,100.88,1,30.0,0
C0321,2026-02-28,Premium,North,58,95.02,1,48.23,0
C0322,2026-02-28,Standard,North,38,59.57,1,37.11,0
C0323,2026-02-28,Basic,South,32,41.8,1,20.1,0
C0324,2026-02-28,Standard,North,43,58.95,1,50.2,0
C0325,2026-02-28,Premium,West,18,91.87,1,30.82,0
C0326,2026-02-28,Standard,West,48,66.58,2,45.1,0
C0327,2026-02-28,Premium,West,44,92.05,0,59.4,0
C0328,2026-02-28,Standard,East,48,64.97,0,36.09,0
C0329,2026-02-28,Standard,East,3,,5,18.32,1
C0330,2026-02-28,Basic,East,11,25.72,2,34.41,0
C0331,2026-02-28,Standard,South,44,59.68,1,55.4,0
C0332,2026-02-28,Basic,East,56,42.38,1,13.86,1
C0333,2026-02-28,Standard,West,22,66.35,2,36.57,0
C0334,2026-02-28,Premium,West,64,90.07,1,45.73,0
C0335,2026-02-28,Basic,East,32,39.04,0,48.22,0
C0336,2026-02-28,Standard,North,45,60.07,0,35.31,0
C0337,2026-02-28,Basic,East,14,32.28,0,44.55,0
C0338,2026-02-28,Standard,South,44,67.95,0,53.71,0
C0339,2026-02-28,Basic,East,69,29.55,0,49.81,0
C0340,2026-02-28,Premium,East,31,88.87,1,52.03,0
C0341,2026-02-28,Basic,West,45,41.52,1,32.68,1
C0342,2026-02-28,Premium,South,56,95.37,1,46.76,0
C0343,2026-02-28,Premium,West,15,98.2,0,59.68,0
C0344,2026-02-28,Standard,West,27,57.95,0,40.43,1
C0345,2026-02-28,Standard,South,22,,0,43.0,0
C0346,2026-02-28,Standard,South,38,53.95,3,47.62,0
C0347,2026-02-28,Premium,East,18,88.98,1,38.61,0
C0348,2026-02-28,Basic,West,38,36.69,1,34.03,0
C0349,2026-02-28,Standard,East,59,61.84,0,52.84,0
C0350,2026-02-28,Basic,West,4,32.1,1,32.92,0
C0351,2026-02-28,Standard,South,3,67.24,0,24.08,1
C0352,2026-02-28,Basic,East,22,28.94,1,35.26,0
C0353,2026-02-28,Standard,South,9,70.62,2,51.27,0
C0354,2026-02-28,Standard,West,31,66.94,2,30.55,0
C0355,2026-02-28,Standard,South,11,65.79,0,32.51,0
C0356,2026-02-28,Standard,East,9,66.97,4,55.19,1
C0357,2026-02-28,Standard,North,43,73.45,2,54.14,0
C0358,2026-02-28,Standard,West,63,63.92,2,49.21,0
C0359,2026-02-28,Standard,South,27,61.54,0,58.32,0
C0360,2026-02-28,Standard,South,49,64.46,1,48.7,0
C0361,2026-02-28,Premium,East,16,98.31,1,50.49,0
C0362,2026-02-28,Basic,South,8,37.01,0,39.45,0
C0363,2026-02-28,Basic,West,67,21.14,1,39.77,0
C0364,2026-02-28,Basic,East,27,37.23,0,35.57,1
C0365,2026-02-28,Standard,East,49,73.75,2,54.5,0
C0366,2026-02-28,Basic,North,51,27.04,1,41.17,0
C0367,2026-02-28,Standard,North,56,55.25,3,38.6,0
C0368,2026-02-28,Standard,South,58,66.43,3,40.72,0
C0369,2026-02-28,Basic,West,53,32.22,2,59.72,0
C0370,2026-02-28,Premium,West,41,92.46,1,47.71,0
C0371,2026-02-28,Standard,East,44,62.34,0,47.89,0
C0372,2026-02-28,Basic,East,56,41.86,3,48.25,0
C0373,2026-02-28,Basic,South,52,38.29,2,47.02,0
C0374,2026-02-28,Basic,North,19,25.77,1,33.33,0
C0375,2026-02-28,Basic,North,8,36.13,1,47.12,0
C0376,2026-02-28,Basic,South,16,19.34,2,27.29,0
C0377,2026-02-28,Premium,South,60,94.96,0,53.86,0
C0378,2026-02-28,Standard,North,61,68.99,1,62.3,0
C0379,2026-02-28,Basic,South,41,28.32,3,30.41,1
C0380,2026-02-28,Standard,North,5,65.21,0,39.93,0
C0381,2026-02-28,Standard,East,35,70.67,1,44.26,0
C0382,2026-02-28,Premium,West,13,98.27,0,51.91,0
C0383,2026-02-28,Standard,East,51,64.35,1,44.66,0
C0384,2026-02-28,Standard,South,68,70.74,0,37.24,0
C0385,2026-02-28,Basic,South,39,36.61,0,28.2,0
C0386,2026-02-28,Premium,South,60,104.64,1,35.66,0
C0387,2026-02-28,Standard,North,56,71.02,2,55.68,0
C0388,2026-02-28,Premium,East,57,96.59,1,50.17,0
C0389,2026-02-28,Basic,East,40,32.41,3,40.11,0
C0390,2026-02-28,Premium,North,43,90.44,0,39.22,0
C0391,2026-02-28,Standard,South,52,70.62,1,51.99,0
C0392,2026-02-28,Basic,South,58,36.03,1,44.33,0
C0393,2026-02-28,Standard,North,46,63.11,3,48.83,0
C0394,2026-02-28,Standard,East,47,59.94,0,40.83,0
C0395,2026-02-28,Basic,East,64,32.93,1,45.82,0
C0396,2026-02-28,Standard,East,26,63.09,1,42.0,1
C0397,2026-02-28,Premium,East,8,99.83,1,51.19,0
C0398,2026-02-28,Basic,West,13,29.45,0,37.82,0
C0399,2026-02-28,Standard,West,29,64.83,3,41.15,0
C0400,2026-02-28,Standard,East,6,72.2,2,53.67,0
C0001,2026-03-31,Standard,North,50,64.82,0,47.33,0
C0002,2026-03-31,Standard,South,28,57.73,0,29.04,0
C0003,2026-03-31,Premium,East,70,101.58,1,63.99,0
C0004,2026-03-31,Standard,West,42,62.66,1,52.58,0
C0005,2026-03-31,Basic,East,13,47.24,4,25.11,0
C0006,2026-03-31,Premium,West,37,100.55,0,53.55,0
C0007,2026-03-31,Standard,East,38,64.7,3,56.53,0
C0008,2026-03-31,Standard,North,54,74.87,0,53.86,0
C0009,2026-03-31,Basic,South,32,33.74,1,49.62,0
C0010,2026-03-31,Standard,West,29,73.37,1,35.53,0
C0011,2026-03-31,Basic,North,58,35.68,3,49.57,0
C0012,2026-03-31,Premium,West,4,98.58,1,58.11,0
C0013,2026-03-31,Standard,East,21,64.23,0,44.29,0
C0014,2026-03-31,Premium,South,5,93.53,2,60.62,0
C0015,2026-03-31,Standard,West,68,60.21,1,58.8,0
C0016,2026-03-31,Basic,West,63,35.86,0,56.79,0
C0017,2026-03-31,Standard,North,12,59.19,1,52.23,0
C0018,2026-03-31,Basic,North,39,38.06,0,27.81,0
C0019,2026-03-31,Premium,East,50,85.88,1,61.39,0
C0020,2026-03-31,Standard,West,58,81.04,0,41.54,0
C0021,2026-03-31,Standard,North,53,67.13,0,46.06,0
C0022,2026-03-31,Basic,East,29,27.76,1,45.39,0
C0023,2026-03-31,Premium,North,64,104.54,1,67.52,0
C0024,2026-03-31,Premium,East,69,102.63,1,55.65,0
C0025,2026-03-31,Standard,East,36,71.52,0,39.45,0
C0026,2026-03-31,Basic,North,30,31.25,2,41.76,0
C0027,2026-03-31,Standard,East,69,67.84,1,50.9,0
C0028,2026-03-31,Basic,West,4,32.52,0,27.41,0
C0029,2026-03-31,Basic,West,48,30.17,0,33.71,0
C0030,2026-03-31,Standard,North,16,66.02,0,45.12,0
C0031,2026-03-31,Standard,North,30,67.73,2,37.61,0
C0032,2026-03-31,Premium,North,56,97.05,0,52.6,0
C0033,2026-03-31,Basic,South,38,30.66,0,36.51,0
C0034,2026-03-31,Basic,North,6,34.17,1,26.41,0
C0035,2026-03-31,Standard,West,53,58.32,1,61.47,0
C0036,2026-03-31,Basic,West,35,23.99,1,35.23,0
C0037,2026-03-31,Basic,West,70,31.82,1,21.59,0
C0038,2026-03-31,Standard,North,29,68.79,0,47.26,0
C0039,2026-03-31,Basic,North,52,39.38,2,26.14,1
C0040,2026-03-31,Standard,West,46,59.01,2,56.42,0
C0041,2026-03-31,Standard,South,32,62.32,1,38.28,0
C0042,2026-03-31,Premium,East,37,92.4,0,46.62,0
C0043,2026-03-31,Standard,West,37,66.77,2,54.8,0
C0044,2026-03-31,Basic,North,54,30.18,0,35.64,0
C0045,2026-03-31,Premium,North,22,95.4,0,43.88,0
C0046,2026-03-31,Premium,North,42,87.75,1,53.63,0
C0047,2026-03-31,Basic,North,69,29.63,0,36.68,0
C0048,2026-03-31,Basic,North,59,28.55,3,17.35,0
C0049,2026-03-31,Standard,West,13,69.96,0,38.51,0
C0050,2026-03-31,Basic,East,15,31.46,1,15.58,0
C0051,2026-03-31,Basic,West,24,41.53,2,34.72,0
C0052,2026-03-31,Basic,West,66,35.73,0,34.45,0
C0053,2026-03-31,Standard,West,29,59.36,0,52.99,0
C0054,2026-03-31,Standard,North,61,69.72,1,55.37,1
C0055,2026-03-31,Standard,South,30,67.05,2,46.77,1
C0056,2026-03-31,Standard,West,53,57.65,1,45.18,0
C0057,2026-03-31,Standard,North,18,72.24,1,58.74,0
C0058,2026-03-31,Standard,North,69,69.77,1,38.99,0
C0059,2026-03-31,Basic,East,55,31.79,1,33.98,0
C0060,2026-03-31,Basic,West,22,26.7,2,45.1,0
C0061,2026-03-31,Standard,West,6,61.82,0,41.34,0
C0062,2026-03-31,Standard,West,68,51.67,2,52.92,0
C0063,2026-03-31,Standard,North,22,58.99,1,60.65,0
C0064,2026-03-31,Standard,West,11,66.7,0,33.57,0
C0065,2026-03-31,Standard,West,35,55.29,2,52.86,0
C0066,2026-03-31,Standard,East,35,64.14,4,56.56,0
C0067,2026-03-31,Standard,West,38,67.77,4,43.17,0
C0068,2026-03-31,Basic,West,37,35.73,1,30.17,0
C0069,2026-03-31,Basic,South,68,40.13,1,27.16,0
C0070,2026-03-31,Standard,North,63,71.07,1,46.13,0
C0071,2026-03-31,Basic,South,47,34.96,0,39.58,0
C0072,2026-03-31,Basic,North,17,38.79,3,29.52,1
C0073,2026-03-31,Premium,North,13,94.37,1,57.99,0
C0074,2026-03-31,Basic,North,12,44.04,0,26.04,0
C0075,2026-03-31,Basic,East,35,,2,36.0,0
C0076,2026-03-31,Basic,East,14,41.28,1,34.72,0
C0077,2026-03-31,Basic,East,12,33.66,0,63.6,0
C0078,2026-03-31,Standard,East,18,69.63,1,27.8,0
C0079,2026-03-31,Standard,East,45,67.39,1,57.64,0
C0080,2026-03-31,Standard,East,50,59.27,0,49.49,0
C0081,2026-03-31,Standard,North,67,54.86,1,52.38,0
C0082,2026-03-31,Basic,West,13,38.72,1,47.29,0
C0083,2026-03-31,Premium,South,54,96.41,3,51.6,0
C0084,2026-03-31,Basic,North,37,32.27,2,44.05,0
C0085,2026-03-31,Basic,West,22,35.56,2,55.99,0
C0086,2026-03-31,Basic,East,49,,2,38.85,0
C0087,2026-03-31,Standard,North,62,71.32,2,48.96,0
C0088,2026-03-31,Standard,North,54,65.39,0,42.95,0
C0089,2026-03-31,Basic,North,32,39.88,2,30.6,0
C0090,2026-03-31,Standard,South,27,62.48,0,37.75,0
C0091,2026-03-31,Basic,North,28,42.2,2,42.92,0
C0092,2026-03-31,Standard,East,21,55.82,1,60.9,0
C0093,2026-03-31,Standard,East,21,68.11,2,41.28,0
C0094,2026-03-31,Basic,West,43,38.21,2,36.27,1
C0095,2026-03-31,Basic,East,4,34.06,2,32.0,0
C0096,2026-03-31,Standard,East,35,60.8,0,49.31,0
C0097,2026-03-31,Basic,East,16,35.17,0,21.05,0
C0098,2026-03-31,Basic,North,24,43.05,2,32.91,1
C0099,2026-03-31,Basic,North,68,38.42,3,41.66,0
C0100,2026-03-31,Premium,East,43,98.64,1,60.02,0
