customer_id,snapshot_date,tenure_months,monthly_charge,support_contacts,usage_hours,plan,region,churned_next_month
C0030,2026-02-28,48,60.03,2,27.38,Standard,North,0
C0031,2026-02-28,33,66.1,0,59.42,Standard,South,0
C0032,2026-02-28,42,96.56,1,53.08,Premium,North,0
C0033,2026-02-28,70,33.72,0,38.91,Basic,North,0
C0034,2026-02-28,14,31.89,0,32.45,Basic,North,0
C0035,2026-02-28,22,59.83,1,47.48,Standard,East,0
C0036,2026-02-28,52,31.61,0,40.68,Basic,East,0
C0037,2026-02-28,42,36.27,0,54.56,Basic,East,0
C0038,2026-02-28,59,67.35,3,36.7,Standard,East,0
C0039,2026-02-28,24,38.43,0,55.8,Basic,East,0
C0040,2026-02-28,64,69.84,1,37.6,Standard,East,0
C0041,2026-02-28,26,58.22,0,36.75,Standard,North,0
C0042,2026-02-28,55,88.88,4,41.04,Premium,West,0
C0043,2026-02-28,57,61.53,3,48.23,Standard,South,0
C0044,2026-02-28,35,34.84,0,42.79,Basic,North,0
C0045,2026-02-28,14,94.11,1,52.61,Premium,West,0
C0046,2026-02-28,57,92.29,1,54.09,Premium,East,0
C0047,2026-02-28,70,38.57,1,29.91,Basic,North,1
C0048,2026-02-28,19,31.74,1,31.79,Basic,North,0
C0049,2026-02-28,46,53.92,2,29.57,Standard,North,0
C0050,2026-02-28,22,28.92,1,24.66,Basic,South,0
C0051,2026-02-28,20,39.3,2,39.43,Basic,North,0
C0052,2026-02-28,23,30.91,1,40.29,Basic,East,0
C0053,2026-02-28,68,65.31,0,66.46,Standard,East,0
C0054,2026-02-28,57,56.18,0,42.47,Standard,West,0
C0055,2026-02-28,64,65.85,1,54.03,Standard,East,0
C0056,2026-02-28,22,68.88,0,35.1,Standard,East,0
C0057,2026-02-28,4,67.79,1,40.42,Standard,East,0
C0058,2026-02-28,53,70.63,1,53.77,Standard,North,0
C0059,2026-02-28,8,30.0,1,39.34,Basic,North,0
C0060,2026-02-28,15,40.05,0,36.47,Basic,East,0
C0061,2026-02-28,41,66.75,1,40.97,Standard,North,0
C0062,2026-02-28,62,71.91,0,33.43,Standard,North,0
C0063,2026-02-28,40,66.43,2,29.2,Standard,North,0
C0064,2026-02-28,14,74.97,1,50.3,Standard,West,0
C0065,2026-02-28,24,66.88,0,38.32,Standard,South,0
C0066,2026-02-28,4,66.81,0,46.33,Standard,East,0
C0067,2026-02-28,60,58.27,2,43.95,Standard,South,0
C0068,2026-02-28,5,37.52,2,49.46,Basic,North,0
C0069,2026-02-28,4,32.45,3,40.67,Basic,South,0
C0070,2026-02-28,54,71.02,1,39.49,Standard,North,0
C0071,2026-02-28,11,36.92,0,50.03,Basic,West,0
C0072,2026-02-28,44,39.11,2,54.09,Basic,North,1
C0073,2026-02-28,54,84.8,2,59.04,Premium,South,0
C0074,2026-02-28,43,33.71,3,45.81,Basic,West,0
C0075,2026-02-28,15,37.77,2,47.51,Basic,East,0
C0076,2026-02-28,26,41.9,0,53.22,Basic,South,0
C0077,2026-02-28,4,51.36,2,36.56,Basic,East,1
C0078,2026-02-28,61,74.75,1,47.04,Standard,West,0
C0079,2026-02-28,67,72.04,1,55.82,Standard,South,0
C0080,2026-02-28,9,66.13,0,34.73,Standard,East,0
C0081,2026-02-28,63,59.39,0,47.06,Standard,West,0
C0082,2026-02-28,11,42.33,5,23.46,Basic,East,1
C0083,2026-02-28,36,100.59,3,53.4,Premium,South,0
C0084,2026-02-28,63,39.34,3,45.38,Basic,North,0
C0085,2026-02-28,51,40.79,0,43.64,Basic,North,0
C0086,2026-02-28,32,44.22,1,52.36,Basic,West,0
C0087,2026-02-28,18,60.21,1,49.6,Standard,East,0
C0088,2026-02-28,4,73.46,2,31.06,Standard,South,1
C0089,2026-02-28,11,30.67,2,41.24,Basic,South,0
C0090,2026-02-28,54,63.69,0,42.62,Standard,East,0
C0091,2026-02-28,37,40.48,0,34.1,Basic,East,0
C0092,2026-02-28,4,66.3,1,65.66,Standard,East,0
C0093,2026-02-28,51,65.19,0,41.97,Standard,South,0
C0094,2026-02-28,53,34.74,0,43.23,Basic,East,0
C0095,2026-02-28,37,31.42,0,28.6,Basic,South,0
C0096,2026-02-28,44,60.33,0,46.84,Standard,West,0
C0097,2026-02-28,57,44.18,1,31.07,Basic,North,0
C0098,2026-02-28,64,37.89,0,25.98,Basic,North,0
C0099,2026-02-28,21,40.61,2,34.47,Basic,South,0
C0100,2026-02-28,24,90.53,1,40.07,Premium,East,0
C0101,2026-02-28,64,95.44,1,43.25,Premium,East,0
C0102,2026-02-28,47,62.76,2,70.72,Standard,South,0
C0103,2026-02-28,61,32.02,0,25.18,Basic,West,0
C0104,2026-02-28,13,94.31,1,54.49,Premium,South,0
C0105,2026-02-28,10,69.38,1,15.11,Standard,North,0
C0106,2026-02-28,47,74.72,2,38.51,Standard,North,0
C0107,2026-02-28,15,63.58,1,45.69,Standard,West,0
C0108,2026-02-28,10,35.91,0,37.23,Basic,North,0
C0109,2026-02-28,4,32.68,2,44.37,Basic,West,0
C0110,2026-02-28,36,92.67,0,48.09,Premium,South,0
C0111,2026-02-28,29,62.33,0,57.82,Standard,North,0
C0112,2026-02-28,54,42.14,0,36.88,Basic,South,0
C0113,2026-02-28,61,41.18,1,38.89,Basic,East,0
C0114,2026-02-28,23,61.52,3,39.18,Standard,South,0
C0115,2026-02-28,48,34.06,0,29.56,Basic,West,0
C0116,2026-02-28,55,97.64,0,70.36,Premium,East,0
C0117,2026-02-28,65,69.09,0,17.14,Standard,South,0
C0118,2026-02-28,6,,0,26.8,Standard,East,0
C0119,2026-02-28,34,67.12,0,40.21,Standard,West,0
C0120,2026-02-28,22,61.16,0,43.9,Standard,South,0
C0121,2026-02-28,29,63.66,2,48.33,Standard,North,0
C0122,2026-02-28,4,61.92,2,54.19,Standard,South,0
C0123,2026-02-28,8,47.13,0,29.46,Basic,West,0
C0124,2026-02-28,62,39.43,1,42.78,Basic,North,0
C0125,2026-02-28,48,37.16,4,47.42,Basic,West,0
C0126,2026-02-28,56,73.47,0,41.4,Standard,East,0
C0127,2026-02-28,30,30.15,2,47.28,Basic,East,0
C0128,2026-02-28,17,40.43,4,32.92,Basic,South,1
C0129,2026-02-28,10,29.96,1,27.36,Basic,West,0
C0130,2026-02-28,69,64.15,0,57.64,Standard,North,0
C0131,2026-02-28,46,39.05,0,37.2,Basic,South,0
C0132,2026-02-28,37,89.72,0,54.6,Premium,South,0
C0133,2026-02-28,27,63.82,1,59.2,Standard,South,0
C0134,2026-02-28,21,36.45,1,23.91,Basic,South,0
C0135,2026-02-28,11,66.5,1,26.71,Standard,North,0
C0136,2026-02-28,3,,0,17.05,Basic,North,0
C0137,2026-02-28,40,81.53,0,55.94,Premium,North,0
C0138,2026-02-28,57,69.97,0,39.32,Standard,East,0
C0139,2026-02-28,58,66.8,1,33.75,Standard,South,0
C0140,2026-02-28,65,33.47,1,31.35,Basic,East,0
C0141,2026-02-28,70,65.59,1,21.89,Standard,East,0
C0142,2026-02-28,5,67.23,0,66.6,Standard,East,0
C0143,2026-02-28,55,97.19,1,74.44,Premium,East,0
C0144,2026-02-28,70,62.61,1,45.1,Standard,East,0
C0145,2026-02-28,29,63.52,1,44.07,Standard,East,0
C0146,2026-02-28,48,32.71,1,30.9,Basic,East,0
C0147,2026-02-28,37,38.79,0,24.17,Basic,East,0
C0148,2026-02-28,32,74.45,1,47.66,Standard,South,0
C0149,2026-02-28,26,59.71,2,42.5,Standard,North,0
C0150,2026-02-28,13,32.89,2,32.91,Basic,West,0
C0151,2026-02-28,11,108.66,1,41.55,Premium,South,1
C0152,2026-02-28,26,95.34,0,50.37,Premium,East,0
C0153,2026-02-28,33,31.51,1,33.17,Basic,North,0
C0154,2026-02-28,55,59.11,1,49.86,Standard,South,0
C0155,2026-02-28,16,42.6,2,37.69,Basic,East,0
C0156,2026-02-28,35,61.17,3,33.97,Standard,East,0
C0157,2026-02-28,8,37.13,0,42.45,Basic,East,0
C0158,2026-02-28,41,60.66,0,38.15,Standard,South,0
C0159,2026-02-28,36,63.21,0,53.53,Standard,West,0
C0160,2026-02-28,32,52.2,5,42.67,Standard,East,0
C0161,2026-02-28,58,41.6,0,26.52,Basic,West,0
C0162,2026-02-28,4,89.52,0,58.22,Premium,East,0
C0163,2026-02-28,41,31.75,0,36.74,Basic,East,0
C0164,2026-02-28,32,32.04,1,48.05,Basic,West,0
C0165,2026-02-28,15,64.53,3,49.13,Standard,North,0
C0166,2026-02-28,38,38.63,3,53.66,Basic,West,0
C0167,2026-02-28,23,97.76,0,64.2,Premium,West,0
C0168,2026-02-28,30,92.08,1,58.87,Premium,East,0
C0169,2026-02-28,48,35.77,0,30.02,Basic,East,0
C0170,2026-02-28,59,100.65,2,68.8,Premium,East,0
C0171,2026-02-28,43,33.54,1,65.85,Basic,South,0
C0172,2026-02-28,12,61.09,1,38.45,Standard,West,0
C0173,2026-02-28,49,34.44,0,28.14,Basic,North,0
C0174,2026-02-28,45,96.26,0,70.13,Premium,South,0
C0175,2026-02-28,43,39.33,0,28.73,Basic,East,0
C0176,2026-02-28,22,43.92,0,22.05,Basic,West,0
C0177,2026-02-28,22,62.27,0,41.52,Standard,South,0
C0178,2026-02-28,40,103.03,0,62.81,Premium,South,0
C0179,2026-02-28,50,103.0,1,53.08,Premium,North,0
C0180,2026-02-28,61,63.3,0,42.41,Standard,North,0
C0181,2026-02-28,49,94.64,1,47.09,Premium,North,0
C0182,2026-02-28,50,96.57,1,46.93,Premium,North,0
C0183,2026-02-28,70,67.9,1,28.46,Standard,West,0
C0184,2026-02-28,41,40.71,1,53.13,Basic,West,0
C0185,2026-02-28,28,65.13,2,50.39,Standard,West,0
C0186,2026-02-28,53,58.36,1,62.87,Standard,North,0
C0187,2026-02-28,27,34.8,3,33.47,Basic,North,0
C0188,2026-02-28,22,28.11,2,32.97,Basic,South,0
C0189,2026-02-28,45,62.74,2,37.35,Standard,East,0
C0190,2026-02-28,69,28.42,0,3.4,Basic,South,0
C0191,2026-02-28,45,91.33,0,30.52,Premium,South,0
C0192,2026-02-28,18,35.94,1,15.69,Basic,North,1
C0193,2026-02-28,17,39.34,0,21.26,Basic,East,1
C0194,2026-02-28,19,93.99,2,52.43,Premium,South,0
C0195,2026-02-28,30,31.78,1,46.28,Basic,North,0
C0196,2026-02-28,31,37.98,0,39.93,Basic,East,0
C0197,2026-02-28,16,,1,67.38,Standard,West,1
C0198,2026-02-28,25,89.0,2,51.49,Premium,North,0
C0199,2026-02-28,68,29.51,1,41.34,Basic,South,0
C0200,2026-02-28,35,33.61,0,31.1,Basic,West,0
C0201,2026-02-28,49,67.8,2,42.38,Standard,East,0
C0202,2026-02-28,47,90.73,0,59.11,Premium,West,0
C0203,2026-02-28,36,65.13,3,40.72,Standard,South,0
C0204,2026-02-28,43,30.19,1,39.47,Basic,South,1
C0205,2026-02-28,60,36.78,0,36.65,Basic,East,0
C0206,2026-02-28,60,34.74,1,33.46,Basic,North,0
C0207,2026-02-28,17,35.94,0,20.32,Basic,North,0
C0208,2026-02-28,13,70.98,0,35.96,Standard,East,0
C0209,2026-02-28,57,43.66,1,40.46,Basic,East,0
C0210,2026-02-28,18,56.64,1,51.44,Standard,North,0
C0211,2026-02-28,52,61.22,1,37.06,Standard,East,0
C0212,2026-02-28,13,64.87,1,49.46,Standard,South,0
C0213,2026-02-28,18,45.33,2,42.54,Basic,East,0
C0214,2026-02-28,33,91.68,1,61.7,Premium,West,0
C0215,2026-02-28,61,62.95,1,53.42,Standard,North,0
C0216,2026-02-28,66,57.93,1,61.44,Standard,West,0
C0217,2026-02-28,4,37.93,4,28.97,Basic,South,1
C0218,2026-02-28,40,36.95,2,53.53,Basic,West,0
C0219,2026-02-28,26,97.14,3,53.61,Premium,South,0
C0220,2026-02-28,14,35.25,0,41.94,Basic,South,0
C0221,2026-02-28,10,36.17,1,29.66,Basic,West,0
C0222,2026-02-28,32,68.9,2,34.94,Standard,East,0
C0223,2026-02-28,27,62.9,1,24.06,Standard,North,0
C0224,2026-02-28,62,100.47,2,49.45,Premium,East,0
C0225,2026-02-28,8,39.12,2,13.53,Basic,West,0
C0226,2026-02-28,63,101.26,0,61.44,Premium,South,0
C0227,2026-02-28,38,26.74,1,45.03,Basic,West,1
C0228,2026-02-28,43,55.96,1,27.19,Standard,East,0
C0229,2026-02-28,19,59.75,0,47.7,Standard,South,0
C0230,2026-02-28,11,35.74,0,35.95,Basic,North,0
C0231,2026-02-28,44,33.05,1,31.71,Basic,East,1
C0232,2026-02-28,3,30.12,1,42.88,Basic,North,0
C0233,2026-02-28,33,92.61,3,52.41,Premium,West,0
C0234,2026-02-28,63,65.2,1,62.73,Standard,East,0
C0235,2026-02-28,50,90.08,0,45.47,Premium,South,0
C0236,2026-02-28,14,98.55,0,68.52,Premium,North,0
C0237,2026-02-28,64,75.15,0,47.4,Standard,East,0
C0238,2026-02-28,33,67.55,1,50.9,Standard,North,0
C0239,2026-02-28,36,30.61,1,41.01,Basic,South,0
C0240,2026-02-28,9,35.18,0,32.47,Basic,West,0
C0241,2026-02-28,69,93.83,2,52.01,Premium,West,0
C0242,2026-02-28,57,67.93,0,41.49,Standard,West,0
C0243,2026-02-28,69,27.89,1,41.32,Basic,West,0
C0244,2026-02-28,22,72.41,0,53.25,Standard,East,0
C0245,2026-02-28,47,65.06,1,50.41,Standard,North,0
C0246,2026-02-28,7,97.07,1,69.14,Premium,West,0
C0247,2026-02-28,30,62.58,1,63.44,Standard,West,0
C0248,2026-02-28,13,35.23,6,40.4,Basic,West,1
C0249,2026-02-28,53,24.41,2,40.09,Basic,East,0
C0250,2026-02-28,15,65.88,0,34.86,Standard,North,0
C0251,2026-02-28,37,76.16,1,48.84,Standard,East,0
C0252,2026-02-28,44,94.06,2,58.18,Premium,South,0
C0253,2026-02-28,7,64.6,1,59.28,Standard,West,0
C0254,2026-02-28,44,29.61,0,41.42,Basic,South,0
C0255,2026-02-28,70,29.78,1,35.57,Basic,South,1
C0256,2026-02-28,20,69.68,2,56.1,Standard,North,0
C0257,2026-02-28,26,96.26,0,31.07,Premium,West,0
C0258,2026-02-28,5,33.83,1,11.52,Basic,West,1
C0259,2026-02-28,33,38.7,1,41.42,Basic,North,0
C0260,2026-02-28,13,61.43,0,41.63,Standard,South,0
C0261,2026-02-28,51,25.11,1,46.02,Basic,South,0
C0262,2026-02-28,42,96.94,0,41.31,Premium,South,0
C0263,2026-02-28,45,45.22,3,33.66,Basic,West,0
C0264,2026-02-28,47,36.68,0,51.35,Basic,North,0
C0265,2026-02-28,32,100.27,2,61.12,Premium,South,0
C0266,2026-02-28,67,40.27,0,40.15,Basic,North,0
C0267,2026-02-28,23,42.39,1,36.97,Basic,North,0
C0268,2026-02-28,20,27.56,1,34.64,Basic,West,1
C0269,2026-02-28,16,34.48,2,10.3,Basic,West,0
C0270,2026-02-28,15,39.36,1,44.86,Basic,North,0
C0271,2026-02-28,9,35.62,1,42.25,Basic,East,0
C0272,2026-02-28,5,36.91,1,17.85,Basic,North,0
C0273,2026-02-28,64,31.17,1,35.68,Basic,North,0
C0274,2026-02-28,21,60.51,0,36.28,Standard,South,0
C0275,2026-02-28,69,68.1,2,38.3,Standard,North,0
C0276,2026-02-28,29,44.02,3,38.15,Basic,South,0
C0277,2026-02-28,27,30.09,0,13.07,Basic,West,0
C0278,2026-02-28,52,64.87,0,55.89,Standard,East,0
C0279,2026-02-28,3,98.47,1,52.15,Premium,East,0
C0280,2026-02-28,53,103.14,1,60.85,Premium,South,0
C0281,2026-02-28,68,,1,16.19,Basic,North,1
C0282,2026-02-28,66,38.98,1,32.49,Basic,North,1
C0283,2026-02-28,24,35.61,1,38.0,Basic,South,0
C0284,2026-02-28,58,29.07,0,19.17,Basic,North,0
C0285,2026-02-28,6,66.48,0,46.83,Standard,West,0
C0286,2026-02-28,11,34.98,0,30.72,Basic,West,0
C0287,2026-02-28,5,35.69,2,53.86,Basic,West,0
C0288,2026-02-28,63,32.25,1,40.0,Basic,East,0
C0289,2026-02-28,65,66.54,0,48.31,Standard,East,0
C0290,2026-02-28,68,34.93,1,40.51,Basic,East,0
C0291,2026-02-28,62,91.66,1,71.42,Premium,South,0
C0292,2026-02-28,56,28.74,0,33.85,Basic,East,0
C0293,2026-02-28,33,86.91,1,52.24,Premium,West,0
C0294,2026-02-28,12,40.88,1,14.82,Basic,West,0
C0295,2026-02-28,58,95.02,1,64.9,Premium,East,0
C0296,2026-02-28,38,89.57,1,48.68,Premium,North,0
C0297,2026-02-28,32,101.8,1,39.74,Premium,East,0
C0298,2026-02-28,43,88.95,1,57.51,Premium,South,0
C0299,2026-02-28,18,61.58,2,31.43,Standard,East,0
C0300,2026-02-28,48,66.58,1,41.63,Standard,East,0
C0301,2026-02-28,44,62.05,0,53.33,Standard,West,0
C0302,2026-02-28,48,34.97,0,32.99,Basic,South,0
C0303,2026-02-28,3,65.8,4,29.7,Standard,West,0
C0304,2026-02-28,11,55.72,3,50.26,Standard,West,0
C0305,2026-02-28,44,89.68,1,58.98,Premium,South,0
C0306,2026-02-28,56,72.38,1,29.96,Standard,South,0
C0307,2026-02-28,22,36.35,2,22.02,Basic,East,0
C0308,2026-02-28,64,60.07,1,56.24,Standard,West,0
C0309,2026-02-28,32,39.04,0,43.41,Basic,East,0
C0310,2026-02-28,45,30.07,0,37.1,Basic,West,0
C0311,2026-02-28,14,62.28,0,65.65,Standard,South,0
C0312,2026-02-28,44,37.95,0,44.83,Basic,East,0
C0313,2026-02-28,69,29.55,0,39.21,Basic,South,0
C0314,2026-02-28,31,28.87,1,62.25,Basic,West,0
C0315,2026-02-28,45,41.52,1,27.37,Basic,South,0
C0316,2026-02-28,56,35.37,1,36.95,Basic,East,0
C0317,2026-02-28,15,38.2,0,36.82,Basic,North,0
C0318,2026-02-28,27,57.95,0,51.23,Standard,West,1
C0319,2026-02-28,22,31.4,0,35.31,Basic,South,0
C0320,2026-02-28,38,83.95,3,46.53,Premium,South,0
C0321,2026-02-28,18,88.98,1,73.46,Premium,East,0
C0322,2026-02-28,38,66.69,1,42.92,Standard,South,0
C0323,2026-02-28,59,31.84,0,29.54,Basic,West,0
C0324,2026-02-28,4,62.1,1,46.53,Standard,East,0
C0325,2026-02-28,3,97.24,0,45.4,Premium,East,0
C0326,2026-02-28,22,58.94,1,42.1,Standard,North,0
C0327,2026-02-28,9,100.62,2,57.65,Premium,North,0
C0328,2026-02-28,31,66.94,2,35.82,Standard,South,0
C0329,2026-02-28,11,65.79,0,45.35,Standard,West,1
C0330,2026-02-28,9,36.97,4,56.52,Basic,West,0
C0331,2026-02-28,43,73.45,2,55.91,Standard,East,0
C0332,2026-02-28,63,33.92,2,34.12,Basic,East,0
C0333,2026-02-28,27,61.54,0,37.02,Standard,South,0
C0334,2026-02-28,49,94.46,1,48.79,Premium,North,0
C0335,2026-02-28,16,38.31,1,26.28,Basic,North,1
C0336,2026-02-28,8,67.01,0,19.65,Standard,South,0
C0337,2026-02-28,67,21.14,1,49.94,Basic,South,0
C0338,2026-02-28,27,67.23,0,35.16,Standard,North,1
C0339,2026-02-28,49,43.75,2,50.41,Basic,South,0
C0340,2026-02-28,51,87.04,1,49.8,Premium,North,0
C0341,2026-02-28,56,34.14,2,30.64,Basic,East,0
C0342,2026-02-28,58,96.22,2,41.54,Premium,West,0
C0343,2026-02-28,57,91.77,2,67.57,Premium,East,0
C0344,2026-02-28,44,65.14,0,54.69,Standard,South,0
C0345,2026-02-28,46,69.25,2,50.98,Standard,South,0
C0346,2026-02-28,49,60.03,1,22.7,Standard,South,0
C0347,2026-02-28,33,90.52,0,69.52,Premium,North,0
C0348,2026-02-28,27,46.01,2,41.89,Basic,East,0
C0349,2026-02-28,18,67.99,2,30.65,Standard,East,0
C0350,2026-02-28,9,40.06,0,38.93,Basic,North,0
C0351,2026-02-28,50,66.91,1,61.13,Standard,South,0
C0352,2026-02-28,67,34.96,0,39.69,Basic,South,0
C0353,2026-02-28,60,80.9,2,47.35,Standard,North,0
C0354,2026-02-28,42,58.32,2,36.83,Standard,East,0
C0355,2026-02-28,17,55.71,1,60.52,Standard,East,0
C0356,2026-02-28,16,70.66,2,58.95,Standard,East,0
C0357,2026-02-28,17,64.35,3,21.14,Standard,East,0
C0358,2026-02-28,18,70.74,0,37.78,Standard,West,0
C0359,2026-02-28,39,66.61,0,26.47,Standard,West,0
C0360,2026-02-28,60,74.64,1,27.49,Standard,East,0
C0361,2026-02-28,56,101.02,2,56.77,Premium,West,0
C0362,2026-02-28,57,36.59,1,48.82,Basic,South,0
C0363,2026-02-28,40,32.41,3,26.94,Basic,West,0
C0364,2026-02-28,43,31.36,1,46.9,Basic,West,0
C0365,2026-02-28,46,70.62,0,31.79,Standard,East,0
C0366,2026-02-28,62,33.75,0,31.98,Basic,West,0
C0367,2026-02-28,41,63.45,3,56.41,Standard,East,1
C0368,2026-02-28,29,62.19,0,35.06,Standard,East,0
C0369,2026-02-28,55,38.86,1,39.09,Basic,South,0
C0370,2026-02-28,47,93.09,2,29.51,Premium,West,1
C0371,2026-02-28,8,,1,74.4,Standard,East,0
C0372,2026-02-28,13,36.04,1,43.44,Basic,West,1
C0373,2026-02-28,53,34.83,2,28.22,Basic,South,0
C0374,2026-02-28,39,42.2,2,45.84,Basic,West,0
C0375,2026-02-28,49,34.82,0,29.36,Basic,North,0
C0376,2026-02-28,27,27.73,0,43.44,Basic,North,0
C0377,2026-02-28,69,101.58,1,56.08,Premium,East,0
C0378,2026-02-28,41,62.66,1,45.58,Standard,East,0
C0379,2026-02-28,12,,5,32.69,Basic,West,1
C0380,2026-02-28,36,62.49,0,36.54,Standard,South,0
C0381,2026-02-28,50,,2,55.16,Standard,East,0
C0382,2026-02-28,67,104.87,0,59.79,Premium,East,0
C0383,2026-02-28,31,63.74,1,56.8,Standard,West,0
C0384,2026-02-28,28,73.37,1,47.09,Standard,East,0
C0385,2026-02-28,57,35.68,3,50.21,Basic,South,0
C0386,2026-02-28,3,98.58,1,56.06,Premium,West,0
C0387,2026-02-28,20,64.23,0,67.71,Standard,North,0
C0388,2026-02-28,4,93.79,3,47.43,Premium,West,0
C0389,2026-02-28,23,34.48,1,52.83,Basic,North,1
C0390,2026-02-28,36,97.64,0,61.85,Premium,South,0
C0391,2026-02-28,50,59.39,1,41.15,Standard,West,1
C0392,2026-02-28,45,27.58,1,60.38,Basic,East,0
C0393,2026-02-28,10,60.56,1,59.2,Standard,West,0
C0394,2026-02-28,19,61.92,2,55.87,Standard,East,0
C0395,2026-02-28,29,27.76,1,43.46,Basic,East,0
C0396,2026-02-28,12,74.54,2,49.15,Standard,South,0
C0397,2026-02-28,38,102.63,0,53.3,Premium,North,0
C0398,2026-02-28,29,41.52,1,40.53,Basic,North,0
C0399,2026-02-28,37,61.25,1,65.1,Standard,South,0
C0400,2026-02-28,27,68.52,0,34.24,Standard,North,0
C0401,2026-02-28,25,32.52,1,18.18,Basic,East,0
C0402,2026-02-28,46,93.43,0,55.59,Premium,West,0
C0403,2026-02-28,54,66.02,0,46.38,Standard,West,0
C0404,2026-02-28,13,38.03,1,27.96,Basic,South,0
C0405,2026-02-28,22,97.05,1,51.51,Premium,West,0
C0406,2026-02-28,52,95.23,0,46.22,Premium,West,0
C0407,2026-02-28,3,34.17,1,28.16,Basic,West,0
C0408,2026-02-28,41,98.07,1,38.5,Premium,South,0
C0409,2026-02-28,41,23.99,1,24.01,Basic,South,0
C0410,2026-02-28,29,93.49,1,51.95,Premium,West,0
C0411,2026-02-28,44,68.79,0,54.91,Standard,North,0
C0412,2026-02-28,47,64.7,2,45.42,Standard,South,0
C0413,2026-02-28,55,33.0,1,4.41,Basic,North,0
C0414,2026-02-28,6,98.11,1,45.0,Premium,West,0
C0415,2026-02-28,60,32.4,1,42.73,Basic,East,1
C0416,2026-02-28,49,37.5,1,39.23,Basic,North,0
C0417,2026-02-28,48,30.18,1,34.83,Basic,North,0
C0418,2026-02-28,39,65.4,1,19.52,Standard,East,0
C0419,2026-02-28,13,30.94,1,38.93,Basic,East,0
C0420,2026-02-28,24,89.63,0,44.84,Premium,West,0
C0001,2026-03-31,60,63.32,3,40.13,Standard,South,0
C0002,2026-03-31,49,69.96,0,22.16,Standard,East,0
C0003,2026-03-31,20,,1,63.04,Premium,West,0
C0004,2026-03-31,29,71.53,2,42.35,Standard,North,0
C0005,2026-03-31,34,31.49,0,49.6,Basic,North,0
C0006,2026-03-31,13,89.36,0,62.27,Premium,North,0
C0007,2026-03-31,59,69.72,0,46.5,Standard,North,0
C0008,2026-03-31,35,67.46,1,47.93,Standard,North,0
C0009,2026-03-31,51,27.65,1,46.05,Basic,West,0
C0010,2026-03-31,22,64.32,1,48.49,Standard,East,0
C0011,2026-03-31,62,39.77,1,35.73,Basic,West,0
C0012,2026-03-31,65,91.79,2,58.87,Premium,West,0
C0013,2026-03-31,9,56.7,1,39.21,Standard,West,0
C0014,2026-03-31,51,91.82,1,61.61,Premium,North,0
C0015,2026-03-31,27,64.67,2,62.51,Standard,South,0
C0016,2026-03-31,52,28.99,1,37.96,Basic,West,0
C0017,2026-03-31,8,51.96,2,49.34,Standard,North,0
C0018,2026-03-31,20,33.09,1,49.34,Basic,North,0
C0019,2026-03-31,71,94.14,2,59.19,Premium,East,0
C0020,2026-03-31,65,62.72,2,38.44,Standard,West,0
C0021,2026-03-31,57,61.26,1,38.95,Standard,West,0
C0022,2026-03-31,22,34.03,1,32.85,Basic,West,0
C0023,2026-03-31,65,91.89,1,55.76,Premium,North,0
C0024,2026-03-31,28,98.81,1,43.96,Premium,West,0
C0025,2026-03-31,21,72.43,1,48.36,Standard,West,0
C0026,2026-03-31,23,35.12,0,25.33,Basic,East,1
C0027,2026-03-31,66,65.05,1,48.49,Standard,West,0
C0028,2026-03-31,70,28.42,3,33.8,Basic,West,0
C0029,2026-03-31,25,32.58,0,66.14,Basic,South,0
C0030,2026-03-31,18,62.52,1,42.67,Standard,North,1
C0031,2026-03-31,30,66.1,2,63.88,Standard,South,0
C0032,2026-03-31,55,92.18,2,57.73,Premium,North,0
C0033,2026-03-31,21,29.27,0,43.84,Basic,North,0
C0034,2026-03-31,9,33.99,0,40.93,Basic,North,0
C0035,2026-03-31,44,64.4,1,53.72,Standard,East,0
C0036,2026-03-31,66,37.82,1,49.48,Basic,East,0
C0037,2026-03-31,61,28.6,0,57.25,Basic,East,0
C0038,2026-03-31,19,72.43,2,42.41,Standard,East,0
C0039,2026-03-31,70,39.9,2,45.39,Basic,East,0
C0040,2026-03-31,54,59.6,1,45.15,Standard,East,0
C0041,2026-03-31,62,71.32,2,38.22,Standard,North,0
C0042,2026-03-31,54,95.39,0,47.1,Premium,West,0
C0043,2026-03-31,32,69.88,2,43.24,Standard,South,0
C0044,2026-03-31,27,32.48,0,52.41,Basic,North,0
C0045,2026-03-31,28,102.2,2,54.13,Premium,West,0
C0046,2026-03-31,21,85.82,1,54.12,Premium,East,0
C0047,2026-03-31,21,38.11,2,23.95,Basic,North,0
C0048,2026-03-31,43,38.21,2,35.98,Basic,North,1
C0049,2026-03-31,4,64.06,2,35.7,Standard,North,0
C0050,2026-03-31,35,30.8,0,35.16,Basic,South,0
C0051,2026-03-31,16,35.17,0,37.42,Basic,North,0
C0052,2026-03-31,24,43.05,2,52.99,Basic,East,0
C0053,2026-03-31,68,68.42,3,72.9,Standard,East,0
C0054,2026-03-31,43,68.64,1,34.87,Standard,West,0
C0055,2026-03-31,24,57.47,0,56.23,Standard,East,0
C0056,2026-03-31,62,66.93,1,48.14,Standard,East,0
C0057,2026-03-31,12,59.86,1,48.25,Standard,East,0
C0058,2026-03-31,34,58.09,1,48.99,Standard,North,0
C0059,2026-03-31,6,43.79,2,38.92,Basic,North,0
