customer_id,snapshot_date,audit_group,tenure_months,monthly_charge,support_contacts,usage_hours,plan,region,churned_next_month
C0430,2026-02-28,Group C,41,102.5,0,47.33,Premium,East,0.0
C0001,2026-03-31,Group C,63,59.27,1,42.03,Standard,West,0.0
C0002,2026-03-31,Group A,48,72.58,1,55.89,Standard,West,0.0
C0003,2026-03-31,Group A,70,83.41,0,56.18,Premium,North,0.0
C0004,2026-03-31,Group B,8,56.37,0,34.81,Standard,West,0.0
C0005,2026-03-31,Group A,57,38.38,1,39.26,Basic,West,0.0
C0006,2026-03-31,Group A,39,102.37,2,45.69,Premium,East,0.0
C0007,2026-03-31,Group C,32,63.47,2,66.51,Standard,West,0.0
C0008,2026-03-31,Group B,54,61.01,2,32.17,Standard,West,0.0
C0009,2026-03-31,Group A,27,43.68,1,28.44,Basic,South,0.0
C0010,2026-03-31,Group C,21,63.23,2,68.26,Standard,North,0.0
C0011,2026-03-31,Group A,47,28.01,0,50.89,Basic,South,0.0
C0012,2026-03-31,Group C,8,89.16,1,57.75,Premium,North,0.0
C0013,2026-03-31,Group A,70,59.23,3,46.87,Standard,North,0.0
C0014,2026-03-31,Group B,52,87.73,2,53.74,Premium,North,0.0
C0015,2026-03-31,Group A,57,65.33,1,49.38,Standard,East,0.0
C0016,2026-03-31,Group A,43,32.61,2,38.32,Basic,East,0.0
C0017,2026-03-31,Group C,59,70.46,1,51.64,Standard,East,0.0
C0018,2026-03-31,Group A,5,32.69,1,27.39,Basic,East,0.0
C0019,2026-03-31,Group A,17,92.3,0,57.18,Premium,East,0.0
C0020,2026-03-31,Group A,44,64.36,0,44.53,Standard,East,0.0
C0021,2026-03-31,Group B,14,55.1,1,46.31,Standard,North,0.0
C0022,2026-03-31,Group B,61,37.0,4,32.1,Basic,West,1.0
C0023,2026-03-31,Group C,42,94.48,0,55.31,Premium,South,0.0
C0024,2026-03-31,Group A,39,98.16,2,42.72,Premium,North,0.0
C0025,2026-03-31,Group A,38,74.44,1,48.97,Standard,West,0.0
C0026,2026-03-31,Group A,71,43.24,2,23.03,Basic,East,0.0
C0027,2026-03-31,Group B,40,65.38,1,56.64,Standard,North,0.0
C0028,2026-03-31,Group C,15,27.79,1,28.38,Basic,North,0.0
C0029,2026-03-31,Group B,14,28.94,1,43.73,Basic,North,0.0
C0030,2026-03-31,Group B,29,65.61,1,35.37,Standard,South,0.0
C0031,2026-03-31,Group A,64,65.81,1,39.78,Standard,North,0.0
C0032,2026-03-31,Group C,13,99.97,0,48.2,Premium,East,0.0
C0033,2026-03-31,Group A,39,30.75,1,49.46,Basic,East,0.0
C0034,2026-03-31,Group A,68,29.67,2,33.67,Basic,West,0.0
C0035,2026-03-31,Group A,23,65.26,3,44.29,Standard,East,0.0
C0036,2026-03-31,Group A,69,38.43,0,39.52,Basic,East,0.0
C0037,2026-03-31,Group A,52,42.02,3,12.51,Basic,East,1.0
C0038,2026-03-31,Group A,43,64.85,0,50.84,Standard,North,0.0
C0039,2026-03-31,Group A,61,36.03,0,52.19,Basic,North,0.0
C0040,2026-03-31,Group B,8,72.21,1,48.14,Standard,East,0.0
C0041,2026-03-31,Group A,8,54.88,2,42.46,Standard,North,0.0
C0042,2026-03-31,Group A,40,104.78,1,64.93,Premium,North,0.0
C0043,2026-03-31,Group C,70,69.76,1,63.31,Standard,North,0.0
C0044,2026-03-31,Group B,71,38.11,1,18.33,Basic,West,0.0
C0045,2026-03-31,Group B,42,93.9,0,47.47,Premium,South,0.0
C0046,2026-03-31,Group A,13,106.99,2,49.68,Premium,East,0.0
C0047,2026-03-31,Group C,27,25.66,2,38.79,Basic,South,0.0
C0048,2026-03-31,Group A,55,28.89,4,47.57,Basic,North,0.0
C0049,2026-03-31,Group A,15,66.68,3,40.52,Standard,South,1.0
C0050,2026-03-31,Group C,42,33.45,1,26.0,Basic,North,0.0
C0051,2026-03-31,Group B,13,30.55,0,19.28,Basic,West,0.0
C0052,2026-03-31,Group B,4,38.54,0,9.45,Basic,North,0.0
C0053,2026-03-31,Group B,19,61.97,1,36.62,Standard,South,0.0
C0054,2026-03-31,Group B,8,72.39,1,41.0,Standard,West,0.0
C0055,2026-03-31,Group A,24,71.07,0,42.8,Standard,East,0.0
C0056,2026-03-31,Group A,69,72.46,1,55.92,Standard,South,0.0
C0057,2026-03-31,Group A,71,73.4,1,55.88,Standard,East,0.0
C0058,2026-03-31,Group A,31,70.49,3,40.37,Standard,West,0.0
C0059,2026-03-31,Group C,67,45.09,0,8.03,Basic,South,0.0
C0060,2026-03-31,Group A,22,38.63,0,46.41,Basic,East,1.0
C0061,2026-03-31,Group B,20,67.61,0,59.8,Standard,West,0.0
C0062,2026-03-31,Group B,25,78.06,0,39.76,Standard,East,0.0
C0063,2026-03-31,Group B,68,63.73,2,57.96,Standard,South,0.0
C0064,2026-03-31,Group A,28,69.81,4,36.63,Standard,North,0.0
C0065,2026-03-31,Group A,38,60.44,2,62.41,Standard,North,0.0
C0066,2026-03-31,Group C,38,69.38,1,36.69,Standard,West,0.0
C0067,2026-03-31,Group B,18,64.79,1,56.93,Standard,East,0.0
C0068,2026-03-31,Group B,5,36.65,1,20.08,Basic,South,0.0
C0069,2026-03-31,Group C,61,28.35,2,35.82,Basic,South,0.0
C0070,2026-03-31,Group B,52,64.31,0,58.72,Standard,East,0.0
C0071,2026-03-31,Group A,16,39.95,1,30.74,Basic,East,0.0
C0072,2026-03-31,Group B,66,34.43,0,38.09,Basic,East,0.0
C0073,2026-03-31,Group A,46,95.83,1,59.17,Premium,South,0.0
C0074,2026-03-31,Group B,70,30.99,2,35.1,Basic,East,0.0
C0075,2026-03-31,Group C,59,34.05,0,51.01,Basic,South,0.0
C0076,2026-03-31,Group A,57,32.21,1,32.02,Basic,West,0.0
C0077,2026-03-31,Group A,5,39.55,1,17.42,Basic,North,1.0
C0078,2026-03-31,Group A,70,67.17,2,43.64,Standard,North,0.0
C0079,2026-03-31,Group C,47,74.01,0,51.63,Standard,South,0.0
C0080,2026-03-31,Group A,32,64.55,2,43.3,Standard,East,0.0
C0081,2026-03-31,Group A,12,68.87,0,32.0,Standard,East,0.0
C0082,2026-03-31,Group A,41,34.29,1,40.43,Basic,South,0.0
C0083,2026-03-31,Group A,9,101.93,0,56.48,Premium,West,0.0
C0084,2026-03-31,Group A,6,34.05,1,35.08,Basic,South,0.0
C0085,2026-03-31,Group A,42,30.47,3,29.17,Basic,North,0.0
C0086,2026-03-31,Group A,36,31.51,2,27.5,Basic,North,0.0
C0087,2026-03-31,Group A,24,69.16,0,34.38,Standard,West,0.0
C0088,2026-03-31,Group A,41,62.38,1,53.31,Standard,North,0.0
C0089,2026-03-31,Group A,39,29.36,2,43.78,Basic,West,0.0
C0090,2026-03-31,Group A,12,57.6,0,39.93,Standard,South,0.0
C0091,2026-03-31,Group B,69,34.67,1,37.73,Basic,North,0.0
C0092,2026-03-31,Group A,65,58.69,1,47.83,Standard,South,0.0
C0093,2026-03-31,Group A,65,70.31,0,36.96,Standard,East,0.0
C0094,2026-03-31,Group A,44,44.19,3,27.89,Basic,South,1.0
C0095,2026-03-31,Group A,14,23.29,0,31.64,Basic,West,0.0
C0096,2026-03-31,Group A,11,67.13,0,33.72,Standard,East,0.0
C0097,2026-03-31,Group A,71,33.47,3,28.04,Basic,South,1.0
C0098,2026-03-31,Group C,67,35.36,1,34.25,Basic,East,0.0
C0099,2026-03-31,Group A,62,37.11,0,47.34,Basic,West,0.0
C0100,2026-03-31,Group A,52,104.31,1,42.8,Premium,South,0.0
C0101,2026-03-31,Group A,22,93.73,4,65.04,Premium,North,0.0
C0102,2026-03-31,Group A,32,71.25,1,41.78,Standard,South,1.0
C0103,2026-03-31,Group A,50,42.7,0,39.09,Basic,West,0.0
C0104,2026-03-31,Group B,18,94.03,1,49.63,Premium,North,0.0
C0105,2026-03-31,Group C,6,63.77,0,31.79,Standard,West,0.0
C0106,2026-03-31,Group A,36,64.41,3,31.86,Standard,East,1.0
C0107,2026-03-31,Group A,35,61.35,0,37.19,Standard,East,0.0
C0108,2026-03-31,Group A,14,35.88,1,47.35,Basic,South,1.0
C0109,2026-03-31,Group A,9,33.61,1,13.39,Basic,West,0.0
C0110,2026-03-31,Group B,38,92.74,4,60.48,Premium,North,0.0
C0111,2026-03-31,Group A,36,64.22,2,66.57,Standard,South,0.0
C0112,2026-03-31,Group A,52,29.84,1,34.2,Basic,South,0.0
C0113,2026-03-31,Group C,42,25.71,1,45.73,Basic,South,0.0
C0114,2026-03-31,Group A,57,71.85,1,42.78,Standard,South,0.0
C0115,2026-03-31,Group A,26,29.83,0,37.93,Basic,North,0.0
C0116,2026-03-31,Group B,59,92.69,3,37.38,Premium,North,0.0
C0117,2026-03-31,Group A,49,68.24,2,31.65,Standard,North,0.0
C0118,2026-03-31,Group A,4,63.98,1,50.1,Standard,East,0.0
C0119,2026-03-31,Group A,9,63.72,0,30.4,Standard,South,0.0
C0120,2026-03-31,Group C,23,62.83,0,42.29,Standard,East,0.0
C0121,2026-03-31,Group A,11,64.55,1,26.51,Standard,East,0.0
C0122,2026-03-31,Group A,48,58.29,1,35.22,Standard,East,0.0
C0123,2026-03-31,Group A,50,31.18,0,40.97,Basic,East,0.0
C0124,2026-03-31,Group A,61,27.59,0,39.17,Basic,East,0.0
C0125,2026-03-31,Group B,6,30.44,4,45.45,Basic,East,0.0
C0126,2026-03-31,Group A,29,63.53,3,46.31,Standard,East,0.0
C0127,2026-03-31,Group B,50,36.0,0,43.63,Basic,East,0.0
C0128,2026-03-31,Group B,56,31.4,3,45.39,Basic,South,0.0
C0129,2026-03-31,Group C,16,40.39,1,41.27,Basic,North,0.0
C0130,2026-03-31,Group A,53,62.88,1,32.08,Standard,West,0.0
C0131,2026-03-31,Group C,29,40.67,2,43.74,Basic,South,1.0
C0132,2026-03-31,Group B,61,93.37,2,56.44,Premium,East,0.0
C0133,2026-03-31,Group A,7,64.23,2,59.14,Standard,North,0.0
C0134,2026-03-31,Group B,26,33.0,2,27.43,Basic,South,0.0
C0135,2026-03-31,Group C,18,61.85,2,40.03,Standard,East,0.0
C0136,2026-03-31,Group A,55,32.13,2,38.35,Basic,East,0.0
C0137,2026-03-31,Group C,32,97.33,2,60.26,Premium,East,0.0
C0138,2026-03-31,Group A,47,63.98,1,41.1,Standard,South,0.0
C0139,2026-03-31,Group B,29,62.43,2,45.14,Standard,West,0.0
C0140,2026-03-31,Group C,71,34.73,1,31.77,Basic,East,0.0
C0141,2026-03-31,Group A,68,61.26,0,44.59,Standard,West,0.0
C0142,2026-03-31,Group B,19,66.5,0,37.66,Standard,East,0.0
C0143,2026-03-31,Group A,71,97.17,1,52.76,Premium,East,0.0
C0144,2026-03-31,Group B,41,67.38,1,48.86,Standard,West,0.0
C0145,2026-03-31,Group B,21,67.97,0,42.0,Standard,North,0.0
C0146,2026-03-31,Group A,20,37.11,2,50.55,Basic,West,0.0
C0147,2026-03-31,Group A,58,30.13,1,63.25,Basic,West,0.0
C0148,2026-03-31,Group A,62,72.96,1,23.04,Standard,East,0.0
C0149,2026-03-31,Group A,40,65.67,2,52.34,Standard,East,0.0
C0150,2026-03-31,Group A,30,37.07,4,33.11,Basic,East,0.0
C0151,2026-03-31,Group A,34,101.33,3,60.53,Premium,South,1.0
C0152,2026-03-31,Group A,62,97.27,1,51.63,Premium,West,0.0
C0153,2026-03-31,Group A,50,34.9,1,51.58,Basic,North,0.0
C0154,2026-03-31,Group B,23,70.58,1,47.65,Standard,South,0.0
C0155,2026-03-31,Group B,24,30.22,1,49.61,Basic,East,0.0
C0156,2026-03-31,Group B,50,64.93,2,49.68,Standard,West,0.0
C0157,2026-03-31,Group A,34,34.96,2,21.16,Basic,South,0.0
C0158,2026-03-31,Group C,51,74.24,1,54.49,Standard,South,0.0
C0159,2026-03-31,Group B,7,57.28,1,46.75,Standard,North,0.0
C0160,2026-03-31,Group A,29,63.72,0,59.86,Standard,North,0.0
C0161,2026-03-31,Group A,23,,0,26.19,Basic,North,0.0
C0162,2026-03-31,Group B,68,86.57,0,48.07,Premium,North,0.0
C0163,2026-03-31,Group A,27,39.8,2,36.9,Basic,West,0.0
C0164,2026-03-31,Group A,48,36.2,1,35.8,Basic,West,0.0
C0165,2026-03-31,Group C,43,53.99,2,54.68,Standard,West,0.0
C0166,2026-03-31,Group A,16,19.99,0,38.34,Basic,North,0.0
C0167,2026-03-31,Group A,66,92.25,0,41.28,Premium,North,0.0
C0168,2026-03-31,Group C,63,96.15,0,62.93,Premium,South,0.0
C0169,2026-03-31,Group B,6,31.53,3,37.41,Basic,East,1.0
C0170,2026-03-31,Group A,51,101.17,0,53.21,Premium,South,0.0
C0171,2026-03-31,Group C,63,33.98,0,18.35,Basic,South,0.0
C0172,2026-03-31,Group C,6,64.4,2,53.19,Standard,North,0.0
C0173,2026-03-31,Group B,35,37.52,0,17.49,Basic,East,0.0
C0174,2026-03-31,Group B,40,89.31,1,57.48,Premium,South,0.0
C0175,2026-03-31,Group A,9,32.53,1,30.47,Basic,North,0.0
C0176,2026-03-31,Group A,8,35.46,2,36.97,Basic,East,0.0
C0177,2026-03-31,Group B,35,60.48,0,42.11,Standard,West,0.0
C0178,2026-03-31,Group A,43,100.61,4,71.06,Premium,North,0.0
C0179,2026-03-31,Group B,14,84.67,1,55.14,Premium,South,0.0
C0180,2026-03-31,Group C,28,59.58,2,43.0,Standard,West,0.0
C0181,2026-03-31,Group A,49,92.82,3,54.83,Premium,East,1.0
C0182,2026-03-31,Group B,30,84.77,1,68.3,Premium,West,0.0
C0183,2026-03-31,Group A,21,58.51,1,53.94,Standard,South,0.0
C0184,2026-03-31,Group C,46,24.84,0,35.46,Basic,South,0.0
C0185,2026-03-31,Group A,54,62.29,1,44.99,Standard,East,0.0
C0186,2026-03-31,Group B,67,67.4,1,29.0,Standard,North,0.0
C0187,2026-03-31,Group B,32,36.23,0,34.27,Basic,North,0.0
C0188,2026-03-31,Group A,21,34.54,2,27.46,Basic,East,0.0
C0189,2026-03-31,Group B,59,66.73,0,52.44,Standard,East,0.0
C0190,2026-03-31,Group B,9,33.83,0,38.23,Basic,North,0.0
C0191,2026-03-31,Group B,38,92.72,2,73.71,Premium,East,0.0
C0192,2026-03-31,Group B,69,29.02,1,33.96,Basic,South,0.0
C0193,2026-03-31,Group C,36,37.81,2,32.73,Basic,East,0.0
C0194,2026-03-31,Group A,62,88.18,0,63.3,Premium,West,0.0
C0195,2026-03-31,Group A,71,37.36,1,50.61,Basic,North,0.0
C0196,2026-03-31,Group A,42,29.82,3,34.98,Basic,West,0.0
C0197,2026-03-31,Group B,10,65.77,0,52.99,Standard,South,0.0
C0198,2026-03-31,Group B,28,94.05,1,57.38,Premium,West,0.0
C0199,2026-03-31,Group A,10,36.41,0,51.15,Basic,South,0.0
C0200,2026-03-31,Group A,32,33.87,3,33.08,Basic,South,1.0
C0201,2026-03-31,Group C,51,69.98,1,49.79,Standard,West,0.0
C0202,2026-03-31,Group A,62,101.23,2,42.76,Premium,East,0.0
C0203,2026-03-31,Group B,19,63.83,2,47.28,Standard,North,0.0
C0204,2026-03-31,Group A,70,28.86,2,40.25,Basic,East,0.0
C0205,2026-03-31,Group C,10,34.7,0,40.32,Basic,West,0.0
C0206,2026-03-31,Group A,47,32.19,0,23.34,Basic,South,0.0
C0207,2026-03-31,Group A,21,38.8,1,42.83,Basic,West,0.0
C0208,2026-03-31,Group C,70,59.23,1,56.89,Standard,East,0.0
C0209,2026-03-31,Group C,45,34.98,1,34.57,Basic,South,0.0
C0210,2026-03-31,Group A,18,61.32,1,51.73,Standard,North,0.0
C0211,2026-03-31,Group A,54,70.41,2,36.72,Standard,East,0.0
C0212,2026-03-31,Group B,8,59.36,2,29.72,Standard,North,0.0
C0213,2026-03-31,Group C,19,26.54,0,32.35,Basic,West,0.0
C0214,2026-03-31,Group A,51,97.92,1,65.64,Premium,East,0.0
C0215,2026-03-31,Group A,67,57.01,2,38.48,Standard,South,0.0
C0216,2026-03-31,Group B,12,56.81,2,49.07,Standard,North,0.0
C0217,2026-03-31,Group B,56,37.97,2,34.88,Basic,East,0.0
C0218,2026-03-31,Group B,51,38.73,0,42.87,Basic,North,0.0
C0219,2026-03-31,Group B,33,92.93,1,52.94,Premium,South,0.0
C0220,2026-03-31,Group A,56,33.02,2,47.45,Basic,West,0.0
C0221,2026-03-31,Group C,44,45.26,3,25.48,Basic,West,1.0
C0222,2026-03-31,Group C,38,64.09,0,27.18,Standard,West,0.0
C0223,2026-03-31,Group B,17,67.3,0,33.94,Standard,West,0.0
C0224,2026-03-31,Group A,19,103.65,1,48.56,Premium,East,0.0
C0225,2026-03-31,Group A,19,35.04,1,27.83,Basic,North,0.0
C0226,2026-03-31,Group B,44,94.66,1,57.33,Premium,West,0.0
C0227,2026-03-31,Group A,19,27.95,2,35.39,Basic,West,0.0
C0228,2026-03-31,Group C,6,66.24,2,69.5,Standard,West,0.0
C0229,2026-03-31,Group A,53,62.75,0,36.44,Standard,East,1.0
C0230,2026-03-31,Group B,46,34.07,1,35.86,Basic,North,0.0
C0231,2026-03-31,Group C,52,37.94,3,33.62,Basic,East,0.0
C0232,2026-03-31,Group A,31,27.67,1,41.05,Basic,South,0.0
C0233,2026-03-31,Group A,57,99.72,0,58.35,Premium,West,0.0
C0234,2026-03-31,Group B,59,67.63,0,25.73,Standard,South,0.0
C0235,2026-03-31,Group B,5,94.34,1,48.0,Premium,South,0.0
C0236,2026-03-31,Group A,68,95.64,1,68.76,Premium,North,0.0
C0237,2026-03-31,Group B,55,50.52,0,43.74,Standard,West,0.0
C0238,2026-03-31,Group C,29,69.41,1,50.21,Standard,West,0.0
C0239,2026-03-31,Group A,6,41.32,1,44.06,Basic,North,0.0
C0240,2026-03-31,Group A,7,30.23,0,34.48,Basic,South,0.0
C0241,2026-03-31,Group A,7,98.54,5,56.93,Premium,South,0.0
C0242,2026-03-31,Group A,9,60.66,0,36.22,Standard,South,0.0
C0243,2026-03-31,Group A,48,30.05,1,40.1,Basic,West,0.0
C0244,2026-03-31,Group A,29,70.18,1,44.65,Standard,North,0.0
C0245,2026-03-31,Group B,13,68.46,1,57.01,Standard,South,1.0
C0246,2026-03-31,Group A,31,,1,54.07,Premium,North,1.0
C0247,2026-03-31,Group C,11,71.69,1,34.71,Standard,North,0.0
C0248,2026-03-31,Group A,27,40.13,0,36.81,Basic,West,0.0
C0249,2026-03-31,Group A,10,38.64,2,39.3,Basic,West,0.0
C0250,2026-03-31,Group B,69,66.26,2,37.73,Standard,North,0.0
C0251,2026-03-31,Group C,67,71.6,2,61.68,Standard,East,0.0
C0252,2026-03-31,Group A,8,88.52,1,40.37,Premium,North,0.0
C0253,2026-03-31,Group A,15,72.55,2,42.31,Standard,North,0.0
C0254,2026-03-31,Group A,18,34.39,2,48.87,Basic,South,0.0
C0255,2026-03-31,Group B,54,36.96,0,51.32,Basic,North,0.0
C0256,2026-03-31,Group A,13,59.91,1,48.63,Standard,South,0.0
C0257,2026-03-31,Group A,60,92.13,1,44.54,Premium,West,0.0
C0258,2026-03-31,Group A,11,40.39,1,44.17,Basic,East,0.0
C0259,2026-03-31,Group A,41,31.56,0,36.6,Basic,East,0.0
C0260,2026-03-31,Group C,26,58.81,1,48.76,Standard,South,0.0
C0261,2026-03-31,Group B,32,26.93,1,38.34,Basic,North,0.0
C0262,2026-03-31,Group A,31,88.93,0,53.1,Premium,North,0.0
C0263,2026-03-31,Group A,42,37.81,2,44.6,Basic,South,1.0
C0264,2026-03-31,Group A,33,29.83,2,18.56,Basic,North,0.0
C0265,2026-03-31,Group A,45,95.38,4,43.73,Premium,West,0.0
C0266,2026-03-31,Group B,15,29.98,2,49.19,Basic,West,0.0
C0267,2026-03-31,Group C,48,37.63,1,29.87,Basic,West,0.0
C0268,2026-03-31,Group C,68,32.9,2,40.82,Basic,East,0.0
C0269,2026-03-31,Group C,42,34.51,1,32.88,Basic,East,0.0
C0270,2026-03-31,Group C,69,36.16,2,36.87,Basic,East,0.0
C0271,2026-03-31,Group C,52,36.99,0,29.51,Basic,South,0.0
C0272,2026-03-31,Group A,55,36.12,0,49.24,Basic,East,0.0
C0273,2026-03-31,Group A,26,31.65,1,43.49,Basic,West,0.0
C0274,2026-03-31,Group A,57,63.99,0,40.75,Standard,West,0.0
C0275,2026-03-31,Group B,51,65.65,4,51.81,Standard,East,0.0
C0276,2026-03-31,Group A,41,38.33,2,29.32,Basic,North,1.0
C0277,2026-03-31,Group C,14,40.65,0,35.88,Basic,East,0.0
C0278,2026-03-31,Group B,23,67.03,1,52.38,Standard,South,0.0
C0279,2026-03-31,Group B,29,89.97,2,53.78,Premium,East,0.0
C0280,2026-03-31,Group A,56,95.89,3,59.95,Premium,East,0.0
C0281,2026-03-31,Group A,7,32.43,0,29.7,Basic,West,0.0
C0282,2026-03-31,Group A,41,28.02,2,34.0,Basic,South,0.0
C0283,2026-03-31,Group C,39,35.04,0,29.56,Basic,West,0.0
C0284,2026-03-31,Group B,62,31.96,1,28.87,Basic,West,0.0
C0285,2026-03-31,Group B,5,68.48,1,58.54,Standard,South,0.0
C0286,2026-03-31,Group A,11,36.19,4,42.57,Basic,South,1.0
C0287,2026-03-31,Group A,70,43.16,1,64.58,Basic,East,0.0
C0288,2026-03-31,Group A,67,34.52,0,64.24,Basic,West,0.0
C0289,2026-03-31,Group B,70,62.07,1,30.6,Standard,East,0.0
C0290,2026-03-31,Group B,70,36.19,3,31.5,Basic,West,1.0
C0291,2026-03-31,Group A,27,84.08,1,31.48,Premium,South,0.0
C0292,2026-03-31,Group C,50,30.88,0,31.47,Basic,East,0.0
C0293,2026-03-31,Group A,66,97.26,5,43.44,Premium,South,1.0
C0294,2026-03-31,Group C,34,34.16,0,35.41,Basic,West,0.0
C0295,2026-03-31,Group A,11,85.2,1,54.15,Premium,South,0.0
C0296,2026-03-31,Group A,28,95.92,2,54.36,Premium,East,0.0
C0297,2026-03-31,Group C,28,91.3,0,41.25,Premium,North,0.0
C0298,2026-03-31,Group A,35,91.64,1,59.65,Premium,West,0.0
C0299,2026-03-31,Group A,28,68.16,2,35.78,Standard,South,1.0
C0300,2026-03-31,Group A,71,64.56,2,76.33,Standard,South,0.0
C0301,2026-03-31,Group A,30,68.28,0,37.36,Standard,East,0.0
C0302,2026-03-31,Group B,50,40.12,0,37.76,Basic,South,0.0
C0303,2026-03-31,Group C,62,65.23,3,37.0,Standard,West,0.0
C0304,2026-03-31,Group C,24,65.4,0,67.36,Standard,East,0.0
C0305,2026-03-31,Group A,4,99.25,0,65.62,Premium,East,0.0
C0306,2026-03-31,Group B,40,60.07,1,48.23,Standard,North,0.0
C0307,2026-03-31,Group A,32,41.98,1,29.72,Basic,North,1.0
C0308,2026-03-31,Group A,35,62.45,1,53.22,Standard,South,0.0
C0309,2026-03-31,Group A,61,32.17,1,31.62,Basic,West,1.0
C0310,2026-03-31,Group C,32,28.28,1,51.89,Basic,West,0.0
C0311,2026-03-31,Group C,9,67.81,2,53.36,Standard,East,0.0
C0312,2026-03-31,Group B,8,36.02,3,30.69,Basic,East,0.0
C0313,2026-03-31,Group A,34,35.48,0,14.94,Basic,South,1.0
C0314,2026-03-31,Group A,20,33.25,2,28.56,Basic,North,0.0
C0315,2026-03-31,Group B,43,37.29,0,54.46,Basic,North,0.0
C0316,2026-03-31,Group B,37,39.92,0,47.69,Basic,South,0.0
C0317,2026-03-31,Group A,27,31.23,1,49.03,Basic,South,0.0
C0318,2026-03-31,Group A,36,57.65,1,30.21,Standard,North,1.0
C0319,2026-03-31,Group A,51,33.4,0,38.86,Basic,South,0.0
C0320,2026-03-31,Group C,5,95.48,2,63.16,Premium,North,0.0
C0321,2026-03-31,Group A,63,102.76,1,36.87,Premium,East,0.0
C0322,2026-03-31,Group C,71,67.78,1,44.96,Standard,West,0.0
C0323,2026-03-31,Group A,55,36.63,2,37.58,Basic,East,0.0
C0324,2026-03-31,Group B,26,60.65,1,47.57,Standard,South,0.0
C0325,2026-03-31,Group A,57,105.91,1,34.91,Premium,South,0.0
C0326,2026-03-31,Group A,41,66.23,0,44.1,Standard,South,0.0
C0327,2026-03-31,Group A,18,99.58,1,49.29,Premium,North,0.0
C0328,2026-03-31,Group A,17,58.96,3,45.73,Standard,East,0.0
C0329,2026-03-31,Group C,41,67.28,2,35.6,Standard,East,0.0
C0330,2026-03-31,Group A,50,37.1,0,24.7,Basic,North,0.0
C0331,2026-03-31,Group B,13,66.49,1,36.61,Standard,South,0.0
C0332,2026-03-31,Group A,21,38.53,3,38.41,Basic,South,0.0
C0333,2026-03-31,Group A,36,64.29,1,42.25,Standard,North,0.0
C0334,2026-03-31,Group B,36,95.75,0,53.01,Premium,East,0.0
C0335,2026-03-31,Group A,57,33.27,5,32.14,Basic,East,1.0
C0336,2026-03-31,Group C,5,64.34,4,27.07,Standard,East,0.0
C0337,2026-03-31,Group B,71,29.49,3,46.37,Basic,East,0.0
C0338,2026-03-31,Group B,63,64.07,0,40.07,Standard,West,0.0
C0339,2026-03-31,Group A,42,31.74,1,43.6,Basic,West,0.0
C0340,2026-03-31,Group A,48,96.25,0,65.95,Premium,East,0.0
C0341,2026-03-31,Group C,50,34.34,3,18.77,Basic,West,0.0
C0342,2026-03-31,Group A,59,102.35,1,35.73,Premium,South,0.0
C0343,2026-03-31,Group A,25,89.35,0,57.16,Premium,West,0.0
C0344,2026-03-31,Group A,18,63.16,0,49.36,Standard,West,0.0
C0345,2026-03-31,Group B,35,63.8,2,47.06,Standard,East,0.0
C0346,2026-03-31,Group B,31,68.75,0,42.02,Standard,West,0.0
C0347,2026-03-31,Group B,27,93.37,3,45.73,Premium,East,0.0
C0348,2026-03-31,Group B,37,41.98,1,49.87,Basic,East,0.0
C0349,2026-03-31,Group A,18,63.14,1,47.55,Standard,South,0.0
C0350,2026-03-31,Group C,20,34.19,0,34.16,Basic,West,0.0
C0351,2026-03-31,Group A,51,71.01,1,25.38,Standard,East,0.0
C0352,2026-03-31,Group B,27,41.01,1,44.97,Basic,West,0.0
C0353,2026-03-31,Group A,57,62.61,0,59.86,Standard,South,0.0
C0354,2026-03-31,Group C,33,61.3,2,52.26,Standard,West,0.0
C0355,2026-03-31,Group A,46,76.45,2,30.59,Standard,North,0.0
C0356,2026-03-31,Group A,35,68.51,0,56.84,Standard,North,0.0
C0357,2026-03-31,Group A,67,68.33,0,47.82,Standard,East,0.0
C0358,2026-03-31,Group A,18,64.27,0,61.43,Standard,East,0.0
C0359,2026-03-31,Group A,37,62.22,0,45.56,Standard,West,0.0
C0360,2026-03-31,Group B,51,57.37,0,44.0,Standard,South,0.0
C0361,2026-03-31,Group A,50,84.05,2,60.58,Premium,East,0.0
C0362,2026-03-31,Group C,36,39.32,1,35.02,Basic,East,0.0
C0363,2026-03-31,Group A,67,31.55,0,26.21,Basic,West,0.0
C0364,2026-03-31,Group B,38,42.03,1,38.31,Basic,East,0.0
C0365,2026-03-31,Group A,9,63.98,3,56.01,Standard,South,0.0
C0366,2026-03-31,Group B,6,36.5,2,33.03,Basic,West,0.0
C0367,2026-03-31,Group B,14,51.45,0,48.77,Standard,North,0.0
C0368,2026-03-31,Group A,63,72.6,4,35.84,Standard,West,0.0
C0369,2026-03-31,Group C,37,41.06,0,58.21,Basic,North,0.0
C0370,2026-03-31,Group A,6,99.08,1,49.73,Premium,South,0.0
C0371,2026-03-31,Group A,8,67.43,3,42.47,Standard,West,0.0
C0372,2026-03-31,Group B,24,34.14,5,31.83,Basic,East,1.0
C0373,2026-03-31,Group C,28,29.32,2,49.72,Basic,West,0.0
C0374,2026-03-31,Group A,26,26.63,1,27.95,Basic,East,1.0
C0375,2026-03-31,Group A,52,35.67,1,17.96,Basic,East,0.0
C0376,2026-03-31,Group C,28,32.12,2,14.48,Basic,South,0.0
