row_id,customer_id,snapshot_date,churned_next_month,stratified_random_partition,customer_grouped_partition,chronological_partition
663,C0123,2026-04-30,0,train,train,test
664,C0124,2026-04-30,1,train,train,test
665,C0125,2026-04-30,0,test,test,test
666,C0126,2026-04-30,1,test,test,test
667,C0127,2026-04-30,0,train,test,test
668,C0128,2026-04-30,0,train,train,test
669,C0129,2026-04-30,0,test,train,test
670,C0130,2026-04-30,0,train,train,test
671,C0131,2026-04-30,0,test,train,test
672,C0132,2026-04-30,0,train,train,test
673,C0133,2026-04-30,0,train,train,test
674,C0134,2026-04-30,0,test,train,test
675,C0135,2026-04-30,0,train,train,test
676,C0136,2026-04-30,0,train,train,test
677,C0137,2026-04-30,0,train,train,test
678,C0138,2026-04-30,0,train,train,test
679,C0139,2026-04-30,0,test,train,test
680,C0140,2026-04-30,1,train,train,test
681,C0141,2026-04-30,0,train,test,test
682,C0142,2026-04-30,0,train,train,test
683,C0143,2026-04-30,0,train,test,test
684,C0144,2026-04-30,0,train,test,test
685,C0145,2026-04-30,0,train,train,test
686,C0146,2026-04-30,0,train,test,test
687,C0147,2026-04-30,0,train,train,test
688,C0148,2026-04-30,0,train,train,test
689,C0149,2026-04-30,1,train,test,test
690,C0150,2026-04-30,1,train,train,test
691,C0151,2026-04-30,0,train,train,test
692,C0152,2026-04-30,1,train,train,test
693,C0153,2026-04-30,0,train,train,test
694,C0154,2026-04-30,0,train,test,test
695,C0155,2026-04-30,0,test,train,test
696,C0156,2026-04-30,1,train,train,test
697,C0157,2026-04-30,1,train,train,test
698,C0158,2026-04-30,1,train,train,test
699,C0159,2026-04-30,0,train,train,test
700,C0160,2026-04-30,1,train,test,test
701,C0161,2026-04-30,0,test,train,test
702,C0162,2026-04-30,0,train,test,test
703,C0163,2026-04-30,0,train,train,test
704,C0164,2026-04-30,0,train,train,test
705,C0165,2026-04-30,1,test,train,test
706,C0166,2026-04-30,0,train,train,test
707,C0167,2026-04-30,0,train,train,test
708,C0168,2026-04-30,0,train,train,test
709,C0169,2026-04-30,0,train,train,test
710,C0170,2026-04-30,1,train,train,test
711,C0171,2026-04-30,0,train,train,test
712,C0172,2026-04-30,1,train,train,test
713,C0173,2026-04-30,1,train,test,test
714,C0174,2026-04-30,0,test,test,test
715,C0175,2026-04-30,0,train,train,test
716,C0176,2026-04-30,0,train,train,test
717,C0177,2026-04-30,1,test,train,test
718,C0178,2026-04-30,0,test,train,test
719,C0179,2026-04-30,0,train,train,test
720,C0180,2026-04-30,0,train,train,test
